,station_id,station_lat,station_lon,station_region,early_late,early_days,late_days,both_days
2419,USC00304796,43.0333,-74.8667,5.0,,,,
2420,USC00304808,42.2472,-78.8125,5.0,1.0,10958.0,,
2421,USC00304836,42.6703,-76.4722,5.0,1.0,10958.0,,
2422,USC00304844,43.1878,-78.6092,5.0,1.0,10593.0,,
2423,USC00304849,43.2,-78.6333,5.0,,,,
2424,USC00304912,43.7928,-75.4828,5.0,3.0,10958.0,10592.0,21550.0
2425,USC00304944,43.6167,-75.3667,5.0,1.0,10958.0,,
2426,USC00304952,43.0731,-77.3019,5.0,,,,
2427,USC00304996,44.8417,-74.3061,5.0,2.0,,10958.0,
2428,USC00305032,42.3833,-74.3167,5.0,1.0,10958.0,,
2429,USC00305113,42.4694,-75.0106,5.0,2.0,,10958.0,
2430,USC00305120,42.05,-74.8167,5.0,,,,
2431,USC00305171,43.0,-76.7667,5.0,,,,
2432,USC00305231,42.8833,-73.6833,5.0,,,,
2433,USC00305248,42.8503,-73.6094,5.0,,,,
2434,USC00305276,41.8,-74.4331,5.0,,,,
2435,USC00305310,41.4603,-74.4489,5.0,1.0,10593.0,,
2436,USC00305334,41.8553,-73.67,5.0,1.0,10958.0,,
2437,USC00305377,40.7328,-73.6183,5.0,1.0,10958.0,,
2438,USC00305426,41.7681,-74.155,5.0,3.0,10593.0,10592.0,21185.0
2439,USC00305512,42.8417,-75.7264,5.0,,,,
2440,USC00305597,42.7314,-77.9053,5.0,1.0,10593.0,,
2441,USC00305639,41.5667,-75.0167,5.0,,,,
2442,USC00305679,43.0467,-77.0842,5.0,,,,
2443,USC00305687,42.6167,-75.3333,5.0,,,,
2444,USC00305711,43.9667,-74.2167,5.0,,,,
2445,USC00305714,43.9708,-74.2219,5.0,,,,
2446,USC00305743,42.2333,-74.7,5.0,1.0,10592.0,,
2447,USC00305748,42.5,-75.25,5.0,,,,
2448,USC00305751,43.2097,-75.6453,5.0,1.0,10593.0,,
2449,USC00305796,40.5939,-73.9808,5.0,1.0,9862.0,,
2450,USC00305804,40.7333,-73.9333,5.0,1.0,10593.0,,
2451,USC00305821,40.6333,-74.1167,5.0,1.0,10958.0,,
2452,USC00305840,43.0856,-78.9719,5.0,2.0,,10227.0,
2453,USC00305869,44.8053,-74.9997,5.0,1.0,10958.0,,
2454,USC00305925,43.6611,-73.8969,5.0,2.0,,10958.0,
2455,USC00306047,43.0572,-78.8617,5.0,2.0,,10958.0,
2456,USC00306062,43.1592,-74.2042,5.0,1.0,9863.0,,
2457,USC00306085,42.5117,-75.5197,5.0,3.0,10958.0,10593.0,21551.0
2458,USC00306164,44.7281,-75.4442,5.0,,,,
2459,USC00306184,43.7025,-74.9839,5.0,,,,
2460,USC00306196,42.0736,-78.4517,5.0,3.0,10958.0,10958.0,21916.0
2461,USC00306224,42.45,-75.0667,5.0,,,,
2462,USC00306314,43.45,-76.5369,5.0,3.0,10592.0,10592.0,21184.0
2463,USC00306346,42.6167,-76.8167,5.0,,,,
2464,USC00306356,42.0811,-76.3178,5.0,,,,
2465,USC00306411,44.6333,-74.8333,5.0,1.0,10593.0,,
2466,USC00306441,40.7967,-73.0014,5.0,1.0,10228.0,,
2467,USC00306464,42.9114,-77.9808,5.0,,,,
2468,USC00306510,42.6711,-77.0628,5.0,,,,
2469,USC00306538,44.5656,-73.5706,5.0,1.0,10227.0,,
2470,USC00306567,42.0864,-74.3142,5.0,1.0,10958.0,,
2471,USC00306623,43.4614,-74.5231,5.0,1.0,10958.0,,
2472,USC00306659,44.65,-73.4667,5.0,1.0,10958.0,,
2473,USC00306674,41.1314,-73.7758,5.0,1.0,9863.0,,
2474,USC00306745,42.57,-78.0406,5.0,2.0,,10227.0,
2475,USC00306774,41.3892,-74.6906,5.0,1.0,10227.0,,
2476,USC00306817,41.6833,-73.9333,5.0,,,,
2477,USC00306831,42.5333,-77.3,5.0,1.0,10958.0,,
2478,USC00306839,42.3281,-74.4422,5.0,,,,
2479,USC00306941,43.8167,-74.6667,5.0,,,,
2480,USC00306957,44.2961,-74.1028,5.0,,,,
2481,USC00307115,41.85,-74.05,5.0,,,,
2482,USC00307134,40.9625,-72.7161,5.0,3.0,10958.0,9862.0,20820.0
2483,USC00307195,42.3833,-75.4,5.0,,,,
2484,USC00307210,41.5917,-74.6142,5.0,,,,
2485,USC00307274,41.8481,-74.0472,5.0,,,,
2486,USC00307317,42.2833,-74.5667,5.0,,,,
2487,USC00307329,42.3914,-78.2483,5.0,2.0,,10593.0,
2488,USC00307348,44.1167,-74.6667,5.0,,,,
2489,USC00307405,43.1667,-73.3167,5.0,1.0,9863.0,,
2490,USC00307413,43.1667,-74.8667,5.0,,,,
2491,USC00307472,44.3333,-74.1333,5.0,,,,
2492,USC00307484,43.0411,-73.8211,5.0,2.0,,10228.0,
2493,USC00307497,40.9833,-73.8,5.0,1.0,10958.0,,
2494,USC00307544,43.1167,-73.5833,5.0,,,,
2495,USC00307568,42.8167,-73.9833,5.0,,,,
2496,USC00307633,40.9586,-73.1047,5.0,1.0,10958.0,,
2497,USC00307659,42.8,-74.6,5.0,,,,
2498,USC00307705,42.6772,-75.5067,5.0,3.0,10958.0,10958.0,21916.0
2499,USC00307713,42.1572,-79.5936,5.0,1.0,10593.0,,
2500,USC00307721,41.95,-74.2,5.0,1.0,10227.0,,
2501,USC00307728,42.95,-77.25,5.0,,,,
2502,USC00307772,42.2786,-79.2656,5.0,,,,
2503,USC00307780,42.9461,-76.4314,5.0,1.0,10958.0,,
2504,USC00307799,42.0167,-74.4167,5.0,1.0,10958.0,,
2505,USC00307818,43.3519,-73.4961,5.0,,,,
2506,USC00307842,43.2358,-77.0842,5.0,,,,
2507,USC00307944,44.2667,-75.2,5.0,,,,
2508,USC00308058,42.7167,-78.6,5.0,1.0,9862.0,,
2509,USC00308080,43.5,-74.3617,5.0,,,,
2510,USC00308088,42.25,-76.5,5.0,1.0,10958.0,,
2511,USC00308104,43.2333,-73.75,5.0,,,,
2512,USC00308152,42.9833,-78.0833,5.0,,,,
2513,USC00308160,42.4,-74.6333,5.0,1.0,10958.0,,
2514,USC00308248,43.9,-75.0367,5.0,1.0,10958.0,,
2515,USC00308322,41.1128,-74.1572,5.0,,,,
2516,USC00308455,44.2756,-75.8369,5.0,,,,
2517,USC00308578,43.2761,-75.1567,5.0,1.0,10593.0,,
2518,USC00308586,42.9464,-74.2886,5.0,1.0,10958.0,,
2519,USC00308594,42.0667,-77.4833,5.0,1.0,10958.0,,
2520,USC00308600,42.7511,-73.685,5.0,2.0,,9863.0,
2521,USC00308627,42.7603,-76.0803,5.0,,,,
2522,USC00308631,44.2308,-74.4383,5.0,1.0,10958.0,,
2523,USC00308665,42.3167,-75.3167,5.0,1.0,9862.0,,
2524,USC00308670,42.3542,-75.3242,5.0,,,,
2525,USC00308739,43.0833,-75.2,5.0,,,,
2526,USC00308746,42.4333,-73.6833,5.0,,,,
2527,USC00308902,41.5667,-74.1667,5.0,,,,
2528,USC00308906,41.5514,-74.1628,5.0,,,,
2529,USC00308910,42.7392,-78.5878,5.0,2.0,,10958.0,
2530,USC00308936,42.1667,-75.1333,5.0,,,,
2531,USC00308944,44.1481,-74.9003,5.0,1.0,10958.0,,
2532,USC00308946,40.655,-73.5053,5.0,,,,
2533,USC00308949,41.65,-73.8667,5.0,,,,
2534,USC00308962,42.6856,-78.2203,5.0,2.0,,10958.0,
2535,USC00308967,41.2667,-74.3667,5.0,,,,
2536,USC00308987,42.9014,-76.8642,5.0,1.0,9863.0,,
2537,USC00309000,43.9761,-75.8753,5.0,3.0,10958.0,10958.0,21916.0
2538,USC00309047,42.0019,-76.525,5.0,,,,
2539,USC00309055,44.3564,-75.9286,5.0,,,,
2540,USC00309072,42.1172,-77.9475,5.0,2.0,,10593.0,
2541,USC00309100,42.6167,-74.1667,5.0,,,,
2542,USC00309189,42.2956,-79.5856,5.0,1.0,10958.0,,
2543,USC00309250,43.0333,-73.9333,5.0,,,,
2544,USC00309292,41.3906,-73.9608,5.0,1.0,10958.0,,
2545,USC00309303,42.6167,-73.6,5.0,,,,
2546,USC00309389,43.5575,-73.4011,5.0,1.0,10958.0,,
2547,USC00309425,42.0597,-77.7553,5.0,3.0,9862.0,10958.0,20820.0
2548,USC00309437,42.3333,-75.9667,5.0,,,,
2549,USC00309507,43.25,-78.8333,5.0,1.0,10593.0,,
2550,USC00309516,42.3031,-74.2011,5.0,,,,
2551,USC00309533,42.5167,-78.05,5.0,1.0,9863.0,,
2552,USC00309670,41.2664,-73.7975,5.0,,,,
2553,USC00336912,38.8833,-81.8667,5.0,,,,
2554,USC00360022,40.5361,-79.8153,5.0,3.0,10958.0,10228.0,21186.0
2555,USC00360111,40.6,-75.4667,5.0,,,,
2556,USC00360134,40.5,-78.4833,5.0,,,,
2557,USC00360140,40.495,-78.4667,5.0,2.0,,9862.0,
2558,USC00360176,41.75,-77.4667,5.0,,,,
2559,USC00360229,39.9167,-77.3,5.0,,,,
2560,USC00360355,40.65,-79.9833,5.0,1.0,9863.0,,
2561,USC00360409,41.6678,-79.0186,5.0,1.0,10227.0,,
2562,USC00360457,40.8208,-76.4983,5.0,3.0,10958.0,10228.0,21186.0
2563,USC00360464,40.6683,-80.3517,5.0,,,,
2564,USC00360475,40.7628,-80.3133,5.0,3.0,10958.0,9862.0,20820.0
2565,USC00360482,40.7742,-77.1575,5.0,1.0,10228.0,,
2566,USC00360488,40.3783,-75.615,5.0,,,,
2567,USC00360530,40.85,-77.7833,5.0,,,,
2568,USC00360611,41.0667,-76.25,5.0,,,,
2569,USC00360629,40.6167,-75.3833,5.0,,,,
2570,USC00360634,40.6,-75.3667,5.0,,,,
2571,USC00360656,39.9347,-77.2547,5.0,2.0,,10958.0,
2572,USC00360736,40.45,-79.15,5.0,,,,
2573,USC00360753,41.0733,-76.4217,5.0,,,,
2574,USC00360763,40.2636,-77.3639,5.0,1.0,10958.0,,
2575,USC00360821,40.1597,-79.0286,5.0,,,,
2576,USC00360861,40.3917,-79.8594,5.0,1.0,10958.0,,
2577,USC00360867,41.95,-78.65,5.0,1.0,10958.0,,
2578,USC00360868,41.8981,-78.7144,5.0,3.0,10593.0,10958.0,21551.0
2579,USC00361001,41.1667,-79.0833,5.0,,,,
2580,USC00361004,41.15,-79.0833,5.0,,,,
2581,USC00361033,40.3,-79.9833,5.0,,,,
2582,USC00361080,40.5,-75.2042,5.0,,,,
2583,USC00361087,39.9458,-78.6458,5.0,1.0,10593.0,,
2584,USC00361105,40.3833,-80.4333,5.0,1.0,10958.0,,
2585,USC00361130,40.8667,-79.9,5.0,,,,
2586,USC00361139,40.8414,-79.9164,5.0,2.0,,9861.0,
2587,USC00361212,41.6517,-76.8464,5.0,,,,
2588,USC00361215,41.6667,-76.8667,5.0,,,,
2589,USC00361234,40.2,-77.2167,5.0,1.0,10227.0,,
2590,USC00361255,40.5833,-78.7,5.0,1.0,10958.0,,
2591,USC00361301,41.5217,-77.4478,5.0,,,,
2592,USC00361324,40.85,-77.6833,5.0,,,,
2593,USC00361342,39.8692,-75.5825,5.0,,,,
2594,USC00361350,39.8481,-79.5897,5.0,,,,
2595,USC00361354,39.9353,-77.6394,5.0,1.0,10593.0,,
2596,USC00361377,40.1467,-79.8986,5.0,3.0,10593.0,10592.0,21185.0
2597,USC00361480,41.0489,-77.9411,5.0,3.0,10593.0,10227.0,20820.0
2598,USC00361485,41.1922,-79.4361,5.0,1.0,10227.0,,
2599,USC00361505,40.6167,-75.65,5.0,1.0,10958.0,,
2600,USC00361512,40.1167,-80.4667,5.0,,,,
2601,USC00361519,41.0167,-78.45,5.0,1.0,10593.0,,
2602,USC00361524,41.0192,-78.4256,5.0,,,,
2603,USC00361534,41.7333,-78.5333,5.0,,,,
2604,USC00361589,39.9667,-75.8333,5.0,1.0,10958.0,,
2605,USC00361652,40.25,-76.4667,5.0,,,,
2606,USC00361705,39.7994,-79.3664,5.0,3.0,10958.0,10958.0,21916.0
2607,USC00361710,39.8333,-79.3667,5.0,1.0,10958.0,,
2608,USC00361723,40.0167,-79.6,5.0,,,,
2609,USC00361726,39.9969,-79.5964,5.0,,,,
2610,USC00361737,40.0744,-75.3178,5.0,1.0,10958.0,,
2611,USC00361773,40.5,-80.0833,5.0,,,,
2612,USC00361790,41.9167,-79.6333,5.0,1.0,10958.0,,
2613,USC00361806,41.8333,-78.0667,5.0,,,,
2614,USC00361833,41.7375,-77.1158,5.0,2.0,,10958.0,
2615,USC00361881,40.6833,-79.2,5.0,1.0,10228.0,,
2616,USC00361895,40.45,-78.5667,5.0,,,,
2617,USC00361920,40.2258,-77.1894,5.0,,,,
2618,USC00362013,40.9592,-76.6175,5.0,1.0,10958.0,,
2619,USC00362041,40.4833,-80.0667,5.0,,,,
2620,USC00362108,40.3,-79.3333,5.0,,,,
2621,USC00362116,40.0833,-75.55,5.0,1.0,10593.0,,
2622,USC00362183,40.1275,-79.4058,5.0,,,,
2623,USC00362190,40.1636,-79.8694,5.0,1.0,10593.0,,
2624,USC00362221,40.3,-75.1333,5.0,1.0,10958.0,,
2625,USC00362265,41.1,-78.6333,5.0,,,,
2626,USC00362343,41.4,-76.5833,5.0,,,,
2627,USC00362363,40.9833,-79.6167,5.0,,,,
2628,USC00362466,40.4833,-78.7167,5.0,,,,
2629,USC00362470,40.4681,-78.7308,5.0,2.0,,10958.0,
2630,USC00362574,40.5044,-80.0889,5.0,2.0,,10228.0,
2631,USC00362629,41.5067,-78.2275,5.0,,,,
2632,USC00362633,41.5167,-78.2167,5.0,,,,
2633,USC00362644,41.4333,-77.2833,5.0,1.0,10958.0,,
2634,USC00362662,40.1667,-76.1667,5.0,1.0,10593.0,,
2635,USC00362671,41.8722,-75.2656,5.0,,,,
2636,USC00362721,40.0136,-78.3653,5.0,2.0,,10227.0,
2637,USC00362814,41.2167,-80.5167,5.0,1.0,10958.0,,
2638,USC00362942,40.715,-79.5133,5.0,3.0,10958.0,10958.0,21916.0
2639,USC00363018,41.1183,-75.7278,5.0,,,,
2640,USC00363028,41.4003,-79.8306,5.0,3.0,10958.0,10227.0,21185.0
2641,USC00363056,41.0167,-75.9,5.0,,,,
2642,USC00363130,41.7356,-77.6517,5.0,3.0,10958.0,10958.0,21916.0
2643,USC00363189,40.2,-75.8333,5.0,,,,
2644,USC00363200,40.2167,-74.9333,5.0,,,,
2645,USC00363218,39.8333,-77.2333,5.0,1.0,10958.0,,
2646,USC00363311,41.5606,-78.5994,5.0,3.0,9862.0,10958.0,20820.0
2647,USC00363321,40.0961,-75.7514,5.0,2.0,,10958.0,
2648,USC00363343,40.5489,-80.2058,5.0,1.0,10958.0,,
2649,USC00363379,40.75,-76.3333,5.0,,,,
2650,USC00363394,41.25,-75.45,5.0,1.0,10958.0,,
2651,USC00363435,40.2333,-75.45,5.0,,,,
2652,USC00363437,40.2294,-75.4242,5.0,,,,
2653,USC00363503,39.7833,-79.9167,5.0,1.0,10958.0,,
2654,USC00363510,40.2667,-79.55,5.0,,,,
2655,USC00363516,40.2833,-79.5,5.0,,,,
2656,USC00363526,41.4167,-80.3667,5.0,1.0,10592.0,,
2657,USC00363542,41.1536,-80.0733,5.0,,,,
2658,USC00363632,40.5517,-75.9911,5.0,2.0,,10593.0,
2659,USC00363662,39.8,-76.9833,5.0,1.0,10958.0,,
2660,USC00363704,40.3,-76.9,5.0,,,,
2661,USC00363706,40.25,-76.8831,5.0,,,,
2662,USC00363711,40.2667,-76.8833,5.0,,,,
2663,USC00363758,41.4764,-75.1653,5.0,1.0,10958.0,,
2664,USC00363831,40.45,-79.9833,5.0,,,,
2665,USC00364008,41.3833,-75.4333,5.0,1.0,10958.0,,
2666,USC00364019,39.8333,-76.3333,5.0,1.0,10593.0,,
2667,USC00364043,41.6167,-75.3167,5.0,1.0,9863.0,,
2668,USC00364047,40.0881,-75.9081,5.0,,,,
2669,USC00364159,40.5153,-78.0025,5.0,,,,
2670,USC00364166,40.1,-77.3,5.0,1.0,10593.0,,
2671,USC00364190,39.8167,-78.7333,5.0,1.0,9863.0,,
2672,USC00364214,40.5972,-79.1186,5.0,3.0,10958.0,10958.0,21916.0
2673,USC00364219,40.6167,-79.1667,5.0,,,,
2674,USC00364276,40.3333,-79.7,5.0,,,,
2675,USC00364325,41.4992,-80.4681,5.0,3.0,10958.0,10593.0,21551.0
2676,USC00364385,40.3333,-78.9167,5.0,1.0,10228.0,,
2677,USC00364432,41.6767,-78.8036,5.0,3.0,10593.0,10958.0,21551.0
2678,USC00364611,40.8167,-79.5333,5.0,1.0,10228.0,,
2679,USC00364672,40.9,-75.5333,5.0,1.0,10593.0,,
2680,USC00364733,41.45,-75.2667,5.0,,,,
2681,USC00364758,40.05,-76.2833,5.0,,,,
2682,USC00364763,40.05,-76.2742,5.0,2.0,,10593.0,
2683,USC00364778,40.1192,-76.4264,5.0,1.0,10227.0,,
2684,USC00364853,40.9017,-77.2139,5.0,,,,
2685,USC00364873,41.9667,-77.1333,5.0,,,,
2686,USC00364891,40.3333,-76.4833,5.0,,,,
2687,USC00364896,40.3333,-76.4667,5.0,2.0,,10958.0,
2688,USC00364934,40.8222,-75.6961,5.0,3.0,10958.0,10228.0,21186.0
2689,USC00364972,41.6833,-76.7167,5.0,1.0,9862.0,,
2690,USC00364979,40.9667,-76.8667,5.0,,,,
2691,USC00364992,40.5864,-77.5692,5.0,3.0,10592.0,10958.0,21550.0
2692,USC00365050,41.6458,-80.425,5.0,2.0,,10958.0,
2693,USC00365101,40.15,-79.9,5.0,,,,
2694,USC00365104,41.1333,-77.4167,5.0,,,,
2695,USC00365109,41.1311,-77.4336,5.0,2.0,,10958.0,
2696,USC00365160,41.1192,-75.5481,5.0,1.0,10958.0,,
2697,USC00365212,40.4586,-79.4503,5.0,,,,
2698,USC00365259,40.2333,-79.4,5.0,,,,
2699,USC00365336,40.8,-78.4,5.0,1.0,10958.0,,
2700,USC00365344,40.8344,-76.1436,5.0,,,,
2701,USC00365381,40.4,-77.9333,5.0,1.0,10958.0,,
2702,USC00365390,39.8253,-75.4283,5.0,1.0,10593.0,,
2703,USC00365408,40.75,-79.0333,5.0,1.0,10958.0,,
2704,USC00365470,41.3914,-74.7172,5.0,1.0,10958.0,,
2705,USC00365479,40.8667,-75.75,5.0,,,,
2706,USC00365573,40.3392,-79.8603,5.0,2.0,,9862.0,
2707,USC00365606,41.6333,-80.1667,5.0,1.0,10593.0,,
2708,USC00365651,41.2247,-80.235,5.0,,,,
2709,USC00365662,39.8333,-77.9,5.0,1.0,10958.0,,
2710,USC00365686,39.7808,-79.0411,5.0,2.0,,10227.0,
2711,USC00365726,40.5717,-77.4067,5.0,,,,
2712,USC00365738,41.6725,-75.0642,5.0,,,,
2713,USC00365790,40.8847,-77.475,5.0,3.0,10958.0,10228.0,21186.0
2714,USC00365817,41.1,-76.5667,5.0,1.0,10958.0,,
2715,USC00365902,40.6475,-80.3861,5.0,2.0,,10958.0,
2716,USC00365915,41.8511,-75.8583,5.0,1.0,10593.0,,
2717,USC00365956,40.1581,-75.8861,5.0,1.0,10593.0,,
2718,USC00366042,40.2156,-79.4994,5.0,,,,
2719,USC00366055,41.15,-75.3667,5.0,,,,
2720,USC00366126,40.3675,-76.3064,5.0,1.0,10958.0,,
2721,USC00366151,40.6142,-79.7192,5.0,3.0,10958.0,10592.0,21550.0
2722,USC00366194,40.1483,-74.953,5.0,3.0,10958.0,10228.0,21186.0
2723,USC00366233,41.0172,-80.3614,5.0,1.0,10958.0,,
2724,USC00366238,40.0753,-76.0714,5.0,2.0,,10227.0,
2725,USC00366246,40.0833,-79.9,5.0,,,,
2726,USC00366289,39.7342,-76.5039,5.0,3.0,10958.0,10958.0,21916.0
2727,USC00366297,40.4783,-77.1294,5.0,1.0,10958.0,,
2728,USC00366310,40.2033,-79.6275,5.0,,,,
2729,USC00366326,40.6833,-75.6833,5.0,1.0,10593.0,,
2730,USC00366370,40.1097,-75.3369,5.0,,,,
2731,USC00366508,39.7956,-76.0442,5.0,2.0,,10958.0,
2732,USC00366622,41.9167,-76.3,5.0,,,,
2733,USC00366681,40.3856,-75.5019,5.0,1.0,10593.0,,
2734,USC00366689,40.8,-75.6167,5.0,1.0,10593.0,,
2735,USC00366719,41.1,-79.6833,5.0,,,,
2736,USC00366721,41.0833,-79.6833,5.0,1.0,10228.0,,
2737,USC00366762,41.4,-75.2333,5.0,1.0,10958.0,,
2738,USC00366879,39.95,-75.1833,5.0,,,,
2739,USC00366899,39.9167,-75.2,5.0,,,,
2740,USC00366904,40.0333,-75.25,5.0,,,,
2741,USC00366927,40.1211,-75.4942,5.0,1.0,10958.0,,
2742,USC00366954,40.5667,-76.3667,5.0,,,,
2743,USC00366955,40.0331,-77.3042,5.0,2.0,,10958.0,
2744,USC00367029,41.7394,-75.4464,5.0,3.0,10958.0,9862.0,20820.0
2745,USC00367073,39.7275,-79.9131,5.0,,,,
2746,USC00367103,41.8156,-78.2872,5.0,2.0,,10958.0,
2747,USC00367116,40.5833,-76.0333,5.0,1.0,9861.0,,
2748,USC00367149,40.25,-75.65,5.0,,,,
2749,USC00367157,40.6833,-76.2,5.0,,,,
2750,USC00367167,40.6514,-78.555,5.0,2.0,,10958.0,
2751,USC00367229,40.9247,-79.2825,5.0,1.0,10958.0,,
2752,USC00367239,40.4333,-75.3333,5.0,,,,
2753,USC00367310,41.85,-77.8667,5.0,,,,
2754,USC00367312,40.3814,-78.0753,5.0,,,,
2755,USC00367322,40.4269,-75.9319,5.0,,,,
2756,USC00367338,40.1667,-79.2667,5.0,,,,
2757,USC00367409,41.33,-77.7381,5.0,2.0,,10958.0,
2758,USC00367477,41.4197,-78.7492,5.0,3.0,10958.0,10958.0,21916.0
2759,USC00367497,40.8667,-76.2333,5.0,,,,
2760,USC00367727,41.7833,-76.1167,5.0,1.0,10958.0,,
2761,USC00367730,41.8422,-77.4758,5.0,,,,
2762,USC00367734,41.7167,-80.1167,5.0,,,,
2763,USC00367735,40.7819,-79.2375,5.0,,,,
2764,USC00367739,40.7667,-79.2333,5.0,,,,
2765,USC00367782,40.51,-79.5458,5.0,3.0,9861.0,10958.0,20819.0
2766,USC00367796,40.45,-79.4833,5.0,,,,
2767,USC00367846,40.2172,-78.2539,5.0,1.0,10958.0,,
2768,USC00367863,40.6831,-79.6683,5.0,1.0,10592.0,,
2769,USC00367902,41.4167,-75.6667,5.0,,,,
2770,USC00367931,40.7831,-76.8617,5.0,2.0,,10958.0,
2771,USC00367978,40.8,-76.55,5.0,1.0,9863.0,,
2772,USC00368057,41.1831,-76.1489,5.0,,,,
2773,USC00368073,40.0592,-77.5214,5.0,3.0,10958.0,10958.0,21916.0
2774,USC00368145,41.3203,-78.0958,5.0,1.0,10227.0,,
2775,USC00368184,41.0561,-80.0594,5.0,3.0,10958.0,9862.0,20820.0
2776,USC00368244,39.9969,-79.0833,5.0,3.0,10592.0,10592.0,21184.0
2777,USC00368249,40.0167,-79.0833,5.0,,,,
2778,USC00368308,39.8508,-77.5039,5.0,3.0,10593.0,10593.0,21186.0
2779,USC00368379,39.8694,-76.8633,5.0,3.0,10958.0,10958.0,21916.0
2780,USC00368395,39.7333,-79.1667,5.0,,,,
2781,USC00368449,40.7933,-77.8672,5.0,3.0,10228.0,10958.0,21186.0
2782,USC00368469,41.4039,-78.0183,5.0,2.0,,10958.0,
2783,USC00368570,40.4833,-76.1833,5.0,1.0,10593.0,,
2784,USC00368596,41.0147,-75.2072,5.0,1.0,10593.0,,
2785,USC00368668,40.8533,-76.7892,5.0,,,,
2786,USC00368692,41.9478,-75.6047,5.0,3.0,10592.0,10227.0,20819.0
2787,USC00368758,40.7947,-75.9753,5.0,1.0,10958.0,,
2788,USC00368763,40.8483,-75.9994,5.0,1.0,10593.0,,
2789,USC00368868,41.8975,-77.1419,5.0,2.0,,10958.0,
2790,USC00368873,41.4792,-79.4433,5.0,3.0,10958.0,10593.0,21551.0
2791,USC00368888,41.6308,-79.6931,5.0,2.0,,10592.0,
2792,USC00368905,41.7511,-76.4431,5.0,3.0,10958.0,10228.0,21186.0
2793,USC00368959,41.7903,-76.7725,5.0,1.0,9862.0,,
2794,USC00369022,40.6644,-78.2192,5.0,2.0,,10227.0,
2795,USC00369042,41.9003,-79.8611,5.0,1.0,10593.0,,
2796,USC00369050,39.915,-79.7192,5.0,1.0,10958.0,,
2797,USC00369128,40.6,-79.55,5.0,1.0,10958.0,,
2798,USC00369131,40.6031,-79.5667,5.0,,,,
2799,USC00369298,41.8467,-79.1494,5.0,3.0,10958.0,10958.0,21916.0
2800,USC00369318,40.1789,-80.1889,5.0,,,,
2801,USC00369362,39.9,-80.2167,5.0,,,,
2802,USC00369367,39.8986,-80.1656,5.0,2.0,,10958.0,
2803,USC00369407,41.7417,-77.3122,5.0,,,,
2804,USC00369408,41.7003,-77.3872,5.0,1.0,10958.0,,
2805,USC00369464,39.9708,-75.635,5.0,,,,
2806,USC00369503,39.8,-75.8,5.0,,,,
2807,USC00369507,41.5833,-79.4,5.0,,,,
2808,USC00369555,40.2167,-79.7667,5.0,,,,
2809,USC00369655,40.7667,-79.4167,5.0,1.0,10958.0,,
2810,USC00369702,41.2333,-75.8833,5.0,1.0,10958.0,,
2811,USC00369714,40.4667,-78.2,5.0,1.0,10228.0,,
2812,USC00369733,41.2333,-77.0,5.0,,,,
2813,USC00369823,40.0394,-78.5239,5.0,3.0,10958.0,10958.0,21916.0
2814,USC00369933,39.9167,-76.75,5.0,1.0,10958.0,,
2815,USC00369950,40.1139,-76.7122,5.0,1.0,10958.0,,
2816,USC00369995,40.4667,-75.45,5.0,1.0,10958.0,,
2817,USC00374266,41.4903,-71.5431,5.0,3.0,10958.0,10958.0,21916.0
2818,USC00375270,41.8564,-71.7333,5.0,2.0,,10958.0,
2819,USC00375882,41.8667,-71.3667,5.0,,,,
2820,USC00379423,41.9844,-71.4908,5.0,2.0,,10958.0,
2821,USC00430499,43.1333,-72.45,5.0,1.0,10958.0,,
2822,USC00430563,42.9167,-73.2167,5.0,,,,
2823,USC00430661,43.8833,-72.6344,5.0,,,,
2824,USC00430690,44.7833,-71.5833,5.0,,,,
2825,USC00431072,44.4833,-73.1833,5.0,,,,
2826,USC00431213,44.9964,-71.5356,5.0,,,,
2827,USC00431243,43.3847,-72.5989,5.0,1.0,10958.0,,
2828,USC00431360,43.9833,-72.45,5.0,1.0,10958.0,,
2829,USC00431433,43.7064,-72.9617,5.0,2.0,,10958.0,
2830,USC00431580,43.9572,-73.2106,5.0,1.0,10958.0,,
2831,USC00431786,43.2242,-73.075,5.0,1.0,10227.0,,
2832,USC00432769,44.9094,-72.8083,5.0,1.0,10228.0,,
2833,USC00432843,44.5078,-73.1153,5.0,,,,
2834,USC00433341,44.4111,-71.7186,5.0,,,,
2835,USC00434052,44.3167,-73.0,5.0,,,,
2836,USC00434120,44.8128,-71.8903,5.0,2.0,,10958.0,
2837,USC00434747,43.3939,-72.7103,5.0,,,,
2838,USC00434882,43.1667,-73.0667,5.0,,,,
2839,USC00435029,42.75,-72.7333,5.0,,,,
2840,USC00435044,44.2667,-72.0667,5.0,,,,
2841,USC00435376,44.5139,-72.6236,5.0,,,,
2842,USC00435416,44.5247,-72.8153,5.0,2.0,,9862.0,
2843,USC00435492,43.0,-72.6333,5.0,,,,
2844,USC00435542,44.9489,-72.1911,5.0,1.0,10958.0,,
2845,USC00435733,44.1647,-72.6567,5.0,,,,
2846,USC00436335,43.2628,-72.9056,5.0,,,,
2847,USC00436761,42.75,-72.9333,5.0,1.0,10958.0,,
2848,USC00436893,43.8578,-72.8045,5.0,1.0,10593.0,,
2849,USC00436995,43.6253,-72.9781,5.0,3.0,10593.0,10958.0,21551.0
2850,USC00437032,44.8592,-73.0911,5.0,,,,
