available_files,metadata_stations,missing_from_available
CA003056214,CA003056214,
CA003056250,CA003056250,
CA003056267,CA003056267,
CA003056272,CA003056272,
CA003056273,CA003056273,
CA003056510,CA003056510,
CA003056560,CA003056560,
CA003056657,CA003056657,
CA003056660,CA003056660,
CA003056984,CA003056984,
CA003056993,CA003056993,
CA003056LPA,CA003056LPA,
CA003057000,CA003057000,
CA003057040,CA003057040,
CA003057060,CA003057060,
CA003057080,CA003057080,
CA003057120,CA003057120,
CA003057240,CA003057240,
CA003057242,CA003057242,
CA003057243,CA003057243,
CA003057368,CA003057368,
CA003057570,CA003057570,
CA003057673,CA003057673,
CA003057K55,CA003057K55,
CA00305A002,CA00305A002,
CA00305A003,CA00305A003,
CA00305A9N4,CA00305A9N4,
CA00305B09K,CA00305B09K,
CA00305B769,CA00305B769,
CA00305FMQQ,CA00305FMQQ,
CA00305FQKP,CA00305FQKP,
CA00305J65G,CA00305J65G,
CA00305L9K4,CA00305L9K4,
CA00305LRKB,CA00305LRKB,
CA00305MGFF,CA00305MGFF,
CA00305MNKM,CA00305MNKM,
CA00305NJ61,CA00305NJ61,
CA00305PE6R,CA00305PE6R,
CA003060045,CA003060045,
CA003060110,CA003060110,
CA003060235,CA003060235,
CA003060237,CA003060237,
CA003060280,CA003060280,
CA003060281,CA003060281,
CA003060320,CA003060320,
CA003060321,CA003060321,
CA003060322,CA003060322,
CA003060330,CA003060330,
CA003060337,CA003060337,
CA003060352,CA003060352,
CA003060353,CA003060353,
CA003060406,CA003060406,
CA003060472,CA003060472,
CA003060495,CA003060495,
CA003060514,CA003060514,
CA003060523,CA003060523,
CA003060532,CA003060532,
CA003060535,CA003060535,
CA003060559,CA003060559,
CA003060630,CA003060630,
CA003060700,CA003060700,
CA003060705,CA003060705,
CA003060756,CA003060756,
CA003060780,CA003060780,
CA003060832,CA003060832,
CA003060903,CA003060903,
CA003060922,CA003060922,
CA003060L20,CA003060L20,
CA003061117,CA003061117,
CA003061200,CA003061200,
CA003061355,CA003061355,
CA003061360,CA003061360,
CA003061570,CA003061570,
CA003061571,CA003061571,
CA003061580,CA003061580,
CA003061674,CA003061674,
CA003061675,CA003061675,
CA003061679,CA003061679,
CA003061728,CA003061728,
CA003061795,CA003061795,
CA003061800,CA003061800,
CA003061930,CA003061930,
CA003061975,CA003061975,
CA0030619E0,CA0030619E0,
CA003061R50,CA003061R50,
CA003061R54,CA003061R54,
CA003062020,CA003062020,
CA003062146,CA003062146,
CA003062150,CA003062150,
CA003062239,CA003062239,
CA003062240,CA003062240,
CA003062241,CA003062241,
CA003062242,CA003062242,
CA003062244,CA003062244,
CA003062245,CA003062245,
CA003062246,CA003062246,
CA003062300,CA003062300,
CA003062360,CA003062360,
CA003062427,CA003062427,
CA003062430,CA003062430,
CA003062440,CA003062440,
CA003062445,CA003062445,
CA003062451,CA003062451,
CA003062475,CA003062475,
CA003062480,CA003062480,
CA003062630,CA003062630,
CA003062654,CA003062654,
CA003062655,CA003062655,
CA003062656,CA003062656,
CA003062660,CA003062660,
CA003062675,CA003062675,
CA003062693,CA003062693,
CA003062695,CA003062695,
CA003062696,CA003062696,
CA003062697,CA003062697,
CA003062700,CA003062700,
CA003062880,CA003062880,
CA003062889,CA003062889,
CA003062905,CA003062905,
CA003062957,CA003062957,
CA003062965,CA003062965,
CA003062966,CA003062966,
CA003062968,CA003062968,
CA003063075,CA003063075,
CA003063120,CA003063120,
CA003063130,CA003063130,
CA003063135,CA003063135,
CA003063160,CA003063160,
CA003063162,CA003063162,
CA003063165,CA003063165,
CA003063176,CA003063176,
CA003063178,CA003063178,
CA003063180,CA003063180,
CA003063248,CA003063248,
CA003063340,CA003063340,
CA003063342,CA003063342,
CA003063347,CA003063347,
CA003063354,CA003063354,
CA003063433,CA003063433,
CA003063516,CA003063516,
CA003063517,CA003063517,
CA003063518,CA003063518,
CA003063523,CA003063523,
CA003063526,CA003063526,
CA003063563,CA003063563,
CA003063620,CA003063620,
CA003063630,CA003063630,
CA003063646,CA003063646,
CA003063680,CA003063680,
CA003063684,CA003063684,
CA003063685,CA003063685,
CA003063686,CA003063686,
CA003063690,CA003063690,
CA003063910,CA003063910,
CA003063930,CA003063930,
CA003063977,CA003063977,
CA003063981,CA003063981,
CA003063R2L,CA003063R2L,
CA003064040,CA003064040,
CA003064085,CA003064085,
CA003064157,CA003064157,
CA003064190,CA003064190,
CA003064209,CA003064209,
CA003064219,CA003064219,
CA003064220,CA003064220,
CA003064240,CA003064240,
CA003064282,CA003064282,
CA003064284,CA003064284,
CA003064300,CA003064300,
CA003064400,CA003064400,
CA003064490,CA003064490,
CA003064515,CA003064515,
CA003064528,CA003064528,
CA003064531,CA003064531,
CA003064532,CA003064532,
CA003064580,CA003064580,
CA003064587,CA003064587,
CA003064640,CA003064640,
CA003064657,CA003064657,
CA003064740,CA003064740,
CA003064776,CA003064776,
CA003064810,CA003064810,
CA003064908,CA003064908,
CA003064910,CA003064910,
CA003064964,CA003064964,
CA003064966,CA003064966,
CA003065000,CA003065000,
CA003065080,CA003065080,
CA003065160,CA003065160,
CA003065172,CA003065172,
CA003065180,CA003065180,
CA003065305,CA003065305,
CA003065475,CA003065475,
CA003065492,CA003065492,
CA003065505,CA003065505,
CA003065510,CA003065510,
CA003065512,CA003065512,
CA003065515,CA003065515,
CA003065541,CA003065541,
CA003065560,CA003065560,
CA003065693,CA003065693,
CA003065700,CA003065700,
CA003065705,CA003065705,
CA003065710,CA003065710,
CA003065715,CA003065715,
CA003065720,CA003065720,
CA003065723,CA003065723,
CA003065725,CA003065725,
CA003065765,CA003065765,
CA003065792,CA003065792,
CA003065884,CA003065884,
CA003065885,CA003065885,
CA003065886,CA003065886,
CA003065887,CA003065887,
CA003065995,CA003065995,
CA003065997,CA003065997,
CA003065998,CA003065998,
CA003065999,CA003065999,
CA003065B2A,CA003065B2A,
CA003066000,CA003066000,
CA003066001,CA003066001,
CA003066002,CA003066002,
CA003066003,CA003066003,
CA003066017,CA003066017,
CA003066018,CA003066018,
CA003066155,CA003066155,
CA003066160,CA003066160,
CA003066280,CA003066280,
CA003066297,CA003066297,
CA003066298,CA003066298,
CA003066299,CA003066299,
CA003066325,CA003066325,
CA003066364,CA003066364,
CA003066367,CA003066367,
CA003066380,CA003066380,
CA003066495,CA003066495,
CA003066500,CA003066500,
CA003066705,CA003066705,
CA003066710,CA003066710,
CA003066770,CA003066770,
CA003066920,CA003066920,
CA003066935,CA003066935,
CA003066FME,CA003066FME,
CA003067259,CA003067259,
CA003067370,CA003067370,
CA003067371,CA003067371,
CA003067372,CA003067372,
CA003067388,CA003067388,
CA003067392,CA003067392,
CA003067542,CA003067542,
CA003067560,CA003067560,
CA003067561,CA003067561,
CA003067562,CA003067562,
CA003067586,CA003067586,
CA003067590,CA003067590,
CA003067620,CA003067620,
CA003067680,CA003067680,
CA003067NF0,CA003067NF0,
CA00306A008,CA00306A008,
CA00306A009,CA00306A009,
CA00306A9E1,CA00306A9E1,
CA00306BGCQ,CA00306BGCQ,
CA00306C344,CA00306C344,
CA00306CC41,CA00306CC41,
CA00306E304,CA00306E304,
CA00306GE70,CA00306GE70,
CA00306KD60,CA00306KD60,
CA00306KFE3,CA00306KFE3,
CA003070043,CA003070043,
CA003070230,CA003070230,
CA003070310,CA003070310,
CA003070311,CA003070311,
CA003070480,CA003070480,
CA003070493,CA003070493,
CA003070540,CA003070540,
CA003070560,CA003070560,
CA003070565,CA003070565,
CA0030705E9,CA0030705E9,
CA0030705LQ,CA0030705LQ,
CA003070600,CA003070600,
CA003070640,CA003070640,
CA003070642,CA003070642,
CA003070701,CA003070701,
CA003070703,CA003070703,
CA003070718,CA003070718,
CA003070720,CA003070720,
CA003070800,CA003070800,
CA003070960,CA003070960,
CA003070970,CA003070970,
CA003070995,CA003070995,
CA003070NLN,CA003070NLN,
CA003071150,CA003071150,
CA003071330,CA003071330,
CA003071331,CA003071331,
CA003071332,CA003071332,
CA003071521,CA003071521,
CA003071550,CA003071550,
CA003071555,CA003071555,
CA003071660,CA003071660,
CA003071677,CA003071677,
CA003071860,CA003071860,
CA003071955,CA003071955,
CA003071960,CA003071960,
CA003071965,CA003071965,
CA003071966,CA003071966,
CA003072001,CA003072001,
CA003072002,CA003072002,
CA003072063,CA003072063,
CA003072093,CA003072093,
CA003072096,CA003072096,
CA003072100,CA003072100,
CA003072145,CA003072145,
CA003072151,CA003072151,
CA003072160,CA003072160,
CA003072235,CA003072235,
CA003072246,CA003072246,
CA003072320,CA003072320,
CA003072321,CA003072321,
CA003072322,CA003072322,
CA003072475,CA003072475,
CA003072520,CA003072520,
CA003072521,CA003072521,
CA003072525,CA003072525,
CA003072536,CA003072536,
CA003072539,CA003072539,
CA003072600,CA003072600,
CA003072618,CA003072618,
CA003072635,CA003072635,
CA003072637,CA003072637,
CA003072638,CA003072638,
CA003072655,CA003072655,
CA003072657,CA003072657,
CA003072658,CA003072658,
CA003072659,CA003072659,
CA003072662,CA003072662,
CA003072719,CA003072719,
CA003072720,CA003072720,
CA003072723,CA003072723,
CA003072730,CA003072730,
CA003072732,CA003072732,
CA003072735,CA003072735,
CA003072768,CA003072768,
CA003072783,CA003072783,
CA003072840,CA003072840,
CA00307288R,CA00307288R,
CA003072895,CA003072895,
CA0030728QR,CA0030728QR,
CA003072900,CA003072900,
CA003072910,CA003072910,
CA003072915,CA003072915,
CA003072920,CA003072920,
CA003072970,CA003072970,
CA003073070,CA003073070,
CA003073071,CA003073071,
CA003073072,CA003073072,
CA003073073,CA003073073,
CA003073140,CA003073140,
CA003073145,CA003073145,
CA003073146,CA003073146,
CA003073150,CA003073150,
CA003073190,CA003073190,
CA003073245,CA003073245,
CA003073315,CA003073315,
CA003073320,CA003073320,
CA003073323,CA003073323,
CA003073345,CA003073345,
CA003073346,CA003073346,
CA003073425,CA003073425,
CA003073511,CA003073511,
CA003073535,CA003073535,
CA003073545,CA003073545,
CA003073550,CA003073550,
CA003073584,CA003073584,
CA003073585,CA003073585,
CA003073640,CA003073640,
CA003073641,CA003073641,
CA003073642,CA003073642,
CA003073643,CA003073643,
CA003073655,CA003073655,
CA003073673,CA003073673,
CA003073677,CA003073677,
CA003073730,CA003073730,
CA003073735,CA003073735,
CA003073740,CA003073740,
CA003073764,CA003073764,
CA003073792,CA003073792,
CA003073924,CA003073924,
CA003073F4M,CA003073F4M,
CA003074180,CA003074180,
CA003074181,CA003074181,
CA003074182,CA003074182,
CA003074183,CA003074183,
CA003074184,CA003074184,
CA003074190,CA003074190,
CA003074320,CA003074320,
CA003074322,CA003074322,
CA003074390,CA003074390,
CA003074494,CA003074494,
CA003074582,CA003074582,
CA003074743,CA003074743,
CA003074750,CA003074750,
CA003074780,CA003074780,
CA003074808,CA003074808,
CA003074874,CA003074874,
CA003074880,CA003074880,
CA003074900,CA003074900,
CA003074902,CA003074902,
CA003074935,CA003074935,
CA003074940,CA003074940,
CA003074983,CA003074983,
CA003074999,CA003074999,
CA003075020,CA003075020,
CA003075038,CA003075038,
CA003075040,CA003075040,
CA003075047,CA003075047,
CA003075048,CA003075048,
CA003075050,CA003075050,
CA003075055,CA003075055,
CA003075100,CA003075100,
CA003075160,CA003075160,
CA003075171,CA003075171,
CA003075172,CA003075172,
CA0030751F7,CA0030751F7,
CA003075223,CA003075223,
CA003075225,CA003075225,
CA003075270,CA003075270,
CA003075285,CA003075285,
CA003075320,CA003075320,
CA003075349,CA003075349,
CA003075488,CA003075488,
CA003075489,CA003075489,
CA003075491,CA003075491,
CA0030754R1,CA0030754R1,
CA003075600,CA003075600,
CA003075601,CA003075601,
CA003075688,CA003075688,
CA003075760,CA003075760,
CA003075770,CA003075770,
CA003075790,CA003075790,
CA003075858,CA003075858,
CA003075937,CA003075937,
CA003075940,CA003075940,
CA003075L48,CA003075L48,
CA003076020,CA003076020,
CA003076025,CA003076025,
CA003076040,CA003076040,
CA003076056,CA003076056,
CA003076060,CA003076060,
CA003076069,CA003076069,
CA003076071,CA003076071,
CA003076108,CA003076108,
CA003076110,CA003076110,
CA003076115,CA003076115,
CA003076320,CA003076320,
CA003076362,CA003076362,
CA003076363,CA003076363,
CA003076365,CA003076365,
CA003076366,CA003076366,
CA003076470,CA003076470,
CA003076564,CA003076564,
CA003076566,CA003076566,
CA003076653,CA003076653,
CA003076655,CA003076655,
CA003076675,CA003076675,
CA003076680,CA003076680,
CA003076905,CA003076905,
CA003076908,CA003076908,
CA003076913,CA003076913,
CA003076940,CA003076940,
CA003077245,CA003077245,
CA003077246,CA003077246,
CA003077250,CA003077250,
CA003077420,CA003077420,
CA003077430,CA003077430,
CA003077440,CA003077440,
CA003077478,CA003077478,
CA003077480,CA003077480,
CA003077498,CA003077498,
CA003077500,CA003077500,
CA003077615,CA003077615,
CA003077660,CA003077660,
CA003077661,CA003077661,
CA003077662,CA003077662,
CA003077678,CA003077678,
CA003078000,CA003078000,
CA00307A010,CA00307A010,
CA00307A954,CA00307A954,
CA00307C001,CA00307C001,
CA00307CE64,CA00307CE64,
CA00307CR22,CA00307CR22,
CA00307F0G9,CA00307F0G9,
CA00307JF5R,CA00307JF5R,
CA00307JRN0,CA00307JRN0,
CA00307K73D,CA00307K73D,
CA00307KPFP,CA00307KPFP,
CA00307NM9J,CA00307NM9J,
CA00307S002,CA00307S002,
CA003080740,CA003080740,
CA003081680,CA003081680,
CA003081682,CA003081682,
CA003081690,CA003081690,
CA003082660,CA003082660,
CA003083480,CA003083480,
CA003083482,CA003083482,
CA003083725,CA003083725,
CA004010080,CA004010080,
CA004010100,CA004010100,
CA004010150,CA004010150,
CA004010240,CA004010240,
CA004010310,CA004010310,
CA004010320,CA004010320,
CA004010358,CA004010358,
CA004010360,CA004010360,
CA004010395,CA004010395,
CA004010400,CA004010400,
CA004010540,CA004010540,
CA004010568,CA004010568,
CA004010570,CA004010570,
CA004010811,CA004010811,
CA004010840,CA004010840,
CA004010842,CA004010842,
CA004010878,CA004010878,
CA004010879,CA004010879,
CA004010880,CA004010880,
CA004010960,CA004010960,
CA004010961,CA004010961,
CA004010984,CA004010984,
CA004011090,CA004011090,
CA004011095,CA004011095,
CA004011120,CA004011120,
CA004011160,CA004011160,
CA004011250,CA004011250,
CA004011280,CA004011280,
CA004011440,CA004011440,
CA004011441,CA004011441,
CA004011580,CA004011580,
CA004011640,CA004011640,
CA004011843,CA004011843,
CA004011846,CA004011846,
CA004011880,CA004011880,
CA004011888,CA004011888,
CA004011980,CA004011980,
CA004012039,CA004012039,
CA004012040,CA004012040,
CA004012050,CA004012050,
CA004012120,CA004012120,
CA004012125,CA004012125,
CA004012130,CA004012130,
CA004012160,CA004012160,
CA004012161,CA004012161,
CA004012162,CA004012162,
CA004012163,CA004012163,
CA004012164,CA004012164,
CA004012165,CA004012165,
CA004012166,CA004012166,
CA004012200,CA004012200,
CA004012215,CA004012215,
CA004012270,CA004012270,
CA004012300,CA004012300,
CA004012309,CA004012309,
CA004012340,CA004012340,
CA004012364,CA004012364,
CA004012381,CA004012381,
CA004012390,CA004012390,
CA004012400,CA004012400,
CA004012410,CA004012410,
CA004012425,CA004012425,
CA004012480,CA004012480,
CA004012483,CA004012483,
CA004012485,CA004012485,
CA004012493,CA004012493,
CA004012520,CA004012520,
CA004012525,CA004012525,
CA004012560,CA004012560,
CA004012561,CA004012561,
CA004012600,CA004012600,
CA004012720,CA004012720,
CA004012790,CA004012790,
CA004012885,CA004012885,
CA004012930,CA004012930,
CA004012943,CA004012943,
CA004012988,CA004012988,
CA004013030,CA004013030,
CA004013038,CA004013038,
CA004013040,CA004013040,
CA004013098,CA004013098,
CA004013108,CA004013108,
CA004013221,CA004013221,
CA004013251,CA004013251,
CA004013270,CA004013270,
CA004013280,CA004013280,
CA004013400,CA004013400,
CA004013401,CA004013401,
CA004013440,CA004013440,
CA004013480,CA004013480,
CA004013490,CA004013490,
CA004013517,CA004013517,
CA004013518,CA004013518,
CA004013640,CA004013640,
CA004013660,CA004013660,
CA004013740,CA004013740,
CA004013770,CA004013770,
CA004014040,CA004014040,
CA004014050,CA004014050,
CA0040140D3,CA0040140D3,
CA004014100,CA004014100,
CA004014105,CA004014105,
CA004014115,CA004014115,
CA004014136,CA004014136,
CA004014138,CA004014138,
CA004014142,CA004014142,
CA004014143,CA004014143,
CA004014145,CA004014145,
CA004014156,CA004014156,
CA004014280,CA004014280,
CA004014299,CA004014299,
CA004014300,CA004014300,
CA004014320,CA004014320,
CA004014322,CA004014322,
CA004014325,CA004014325,
CA004014360,CA004014360,
CA004014480,CA004014480,
CA004014481,CA004014481,
CA004014620,CA004014620,
CA004014720,CA004014720,
CA004014721,CA004014721,
CA004014722,CA004014722,
CA004014870,CA004014870,
CA004014913,CA004014913,
CA004014914,CA004014914,
CA004015020,CA004015020,
CA004015040,CA004015040,
CA004015045,CA004015045,
CA004015048,CA004015048,
CA004015100,CA004015100,
CA004015159,CA004015159,
CA004015160,CA004015160,
CA004015258,CA004015258,
CA004015259,CA004015259,
CA004015320,CA004015320,
CA004015322,CA004015322,
CA004015325,CA004015325,
CA004015328,CA004015328,
CA004015341,CA004015341,
CA004015344,CA004015344,
CA004015360,CA004015360,
CA004015400,CA004015400,
CA004015440,CA004015440,
CA004015489,CA004015489,
CA004015560,CA004015560,
CA004015580,CA004015580,
CA004015612,CA004015612,
CA004015648,CA004015648,
CA004015680,CA004015680,
CA004015716,CA004015716,
CA004015800,CA004015800,
CA004015863,CA004015863,
CA004015867,CA004015867,
CA004015870,CA004015870,
CA004015875,CA004015875,
CA004015920,CA004015920,
CA004015960,CA004015960,
CA004016080,CA004016080,
CA004016081,CA004016081,
CA004016185,CA004016185,
CA004016187,CA004016187,
CA004016300,CA004016300,
CA004016320,CA004016320,
CA004016322,CA004016322,
CA004016330,CA004016330,
CA004016335,CA004016335,
CA004016400,CA004016400,
CA004016402,CA004016402,
CA004016403,CA004016403,
CA004016450,CA004016450,
CA004016520,CA004016520,
CA004016521,CA004016521,
CA004016522,CA004016522,
CA004016560,CA004016560,
CA004016562,CA004016562,
CA004016563,CA004016563,
CA004016565,CA004016565,
CA004016640,CA004016640,
CA004016641,CA004016641,
CA004016643,CA004016643,
CA004016651,CA004016651,
CA004016660,CA004016660,
CA004016673,CA004016673,
CA004016680,CA004016680,
