,station_id,station_lat,station_lon,station_domain,early_late,early_days,late_days,both_days
0,USC00060128,41.3492,-73.0917,1,,,,
1,USC00060227,41.8417,-73.0086,1,2,,10593,
2,USC00060299,41.9211,-72.9636,1,3,10227,10593,20820
3,USC00060801,41.2,-73.2,1,,,,
4,USC00060918,41.7833,-71.95,1,1,9862,,
5,USC00060961,41.6764,-73.5086,1,1,10227,,
6,USC00060973,41.7944,-72.9319,1,3,10227,10593,20820
7,USC00061488,41.4614,-72.5197,1,1,10958,,
8,USC00061499,41.55,-72.3667,1,,,,
9,USC00061536,41.8,-72.9333,1,,,,
10,USC00061689,41.8,-72.35,1,,,,
11,USC00061715,41.9,-73.3167,1,,,,
12,USC00061762,41.4003,-73.4211,1,1,10958,,
13,USC00062658,41.95,-73.3667,1,1,10958,,
14,USC00063207,41.3503,-72.0378,1,1,10958,,
15,USC00063989,41.4,-72.1833,1,,,,
16,USC00064488,41.7569,-72.1856,1,1,10227,,
17,USC00064767,41.55,-72.7167,1,1,10958,,
18,USC00065077,41.4078,-72.9028,1,1,10593,,
19,USC00065309,41.35,-72.1,1,,,,
20,USC00065445,41.9725,-73.2208,1,3,10958,10593,21551
21,USC00065892,41.1333,-73.45,1,,,,
22,USC00065910,41.5267,-72.0653,1,,,,
23,USC00066655,41.0825,-73.6386,1,,,,
24,USC00066966,41.5833,-73.4333,1,1,10227,,
25,USC00067002,41.3008,-73.5369,1,,,,
26,USC00067109,41.9833,-73.45,1,,,,
27,USC00067157,41.25,-73.35,1,1,10228,,
28,USC00067373,41.7167,-73.3,1,1,10958,,
29,USC00067432,41.6444,-72.8167,1,1,10592,,
30,USC00067970,41.1247,-73.5475,1,,,,
31,USC00068065,41.3819,-73.1717,1,1,10227,,
32,USC00068138,41.795,-72.2286,1,1,10227,,
33,USC00068436,41.8,-73.1167,1,,,,
34,USC00068906,41.55,-73.0333,1,,,,
35,USC00068911,41.5667,-73.0333,1,,,,
36,USC00069067,41.3,-72.4333,1,,,,
37,USC00069162,41.8089,-72.7806,1,,,,
38,USC00069388,41.9442,-71.9031,1,,,,
39,USC00069568,41.6667,-73.1333,1,1,10593,,
40,USC00069775,41.5536,-73.2297,1,,,,
41,USC00170200,47.0886,-69.025,1,,,,
42,USC00170409,43.9317,-69.8564,1,2,,10227,
43,USC00170480,44.395,-68.9892,1,3,10958,10593,21551
44,USC00170600,45.0697,-69.9056,1,,,,
45,USC00170814,45.6603,-69.812,1,3,10958,10958,21916
46,USC00170833,46.4283,-67.8442,1,2,,10592,
47,USC00170844,44.07,-70.7467,1,2,,10227,
48,USC00171628,44.9197,-69.2417,1,3,9863,10593,20456
49,USC00171835,45.6333,-67.9,1,,,,
50,USC00171975,45.1872,-69.1842,1,2,,10593,
51,USC00172048,43.9997,-70.0964,1,,,,
52,USC00172238,43.8786,-70.7539,1,,,,
53,USC00172539,44.3167,-69.9,1,,,,
54,USC00172620,44.5333,-68.4333,1,1,10593,,
55,USC00172695,45.2,-70.5,1,,,,
56,USC00172700,45.2103,-70.4728,1,2,,9862,
57,USC00172765,44.6894,-70.1564,1,3,10958,10958,21916
58,USC00172878,47.2386,-68.6119,1,2,,10593,
59,USC00173046,44.2203,-69.7889,1,3,9862,10958,20820
60,USC00173261,45.1775,-67.7742,1,2,,10592,
61,USC00173295,43.8925,-70.2544,1,,,,
62,USC00173353,45.4667,-69.5833,1,,,,
63,USC00173417,45.1703,-69.3817,1,,,,
64,USC00173567,44.9467,-69.5456,1,2,,10958,
65,USC00173588,45.4586,-69.8653,1,2,,10592,
66,USC00173800,43.85,-70.8,1,,,,
67,USC00173862,43.6475,-70.675,1,,,,
68,USC00173897,46.1333,-67.8333,1,1,10226,,
69,USC00173944,46.2061,-67.8417,1,,,,
70,USC00174086,45.6261,-70.2461,1,3,9863,10958,20821
71,USC00174183,44.6453,-67.6494,1,1,10958,,
72,USC00174193,43.3606,-70.4697,1,2,,10958,
73,USC00174324,44.9594,-70.1753,1,,,,
74,USC00174566,44.1,-70.2167,1,1,10958,,
75,USC00174781,45.2219,-70.1983,1,1,9861,,
76,USC00174878,44.72,-67.4539,1,1,10958,,
77,USC00174927,44.7975,-69.8889,1,3,10593,10958,21551
78,USC00175261,44.7786,-70.9211,1,1,10958,,
79,USC00175304,45.6503,-68.705,1,1,10958,,
80,USC00175347,45.2564,-69.01,1,,,,
81,USC00175460,45.5853,-69.7186,1,3,10592,10958,21550
82,USC00175675,44.0436,-69.5375,1,2,,10958,
83,USC00175736,44.6353,-70.0003,1,2,,10227,
84,USC00175875,44.1333,-70.7167,1,,,,
85,USC00176420,44.9333,-68.65,1,,,,
86,USC00176430,44.8992,-68.6744,1,,,,
87,USC00176902,43.65,-70.25,1,,,,
88,USC00176937,46.6539,-68.0089,1,1,10958,,
89,USC00177037,44.9675,-70.6422,1,2,,10958,
90,USC00177174,45.8783,-69.1775,1,1,10958,,
91,USC00177250,44.1,-69.1167,1,,,,
92,USC00177325,44.5308,-70.5372,1,1,10593,,
93,USC00177330,44.55,-70.55,1,,,,
94,USC00177479,43.4575,-70.7803,1,3,9862,10593,20455
95,USC00178353,45.4,-68.1667,1,,,,
96,USC00178398,46.55,-68.3333,1,1,10958,,
97,USC00178721,45.35,-69.9667,1,,,,
98,USC00178942,44.8833,-70.8619,1,,,,
99,USC00178965,47.1664,-67.9397,1,2,,10958,
100,USC00179151,44.5272,-69.6544,1,2,,10958,
101,USC00179314,43.6878,-70.6128,1,,,,
102,USC00179593,44.1922,-69.1467,1,2,,10228,
103,USC00179826,44.55,-69.6333,1,,,,
104,USC00179891,45.1542,-67.3986,1,2,,10226,
105,USC00183795,39.7,-79.15,1,,,,
106,USC00185894,39.6,-79.0833,1,1,10228,,
107,USC00186620,39.4131,-79.4003,1,1,10958,,
108,USC00188065,39.51,-79.14,1,3,10958,10227,21185
109,USC00188315,39.5228,-79.4131,1,,,,
110,USC00190049,42.65,-73.1,1,1,9862,,
111,USC00190120,42.3861,-72.5375,1,3,10958,10958,21916
112,USC00190190,42.6178,-71.9158,1,3,10958,10592,21550
113,USC00190213,42.5133,-72.8508,1,,,,
114,USC00190218,42.25,-71.4667,1,,,,
115,USC00190257,42.5833,-72.2167,1,,,,
116,USC00190408,42.4281,-72.0275,1,2,,9862,
117,USC00190535,42.4833,-71.2833,1,,,,
118,USC00190551,42.2333,-70.8167,1,1,10958,,
119,USC00190562,42.2797,-72.3483,1,3,10958,10958,21916
120,USC00190666,42.6325,-72.1228,1,1,10958,,
121,USC00190736,42.2122,-71.1136,1,3,10958,10958,21916
122,USC00190801,42.35,-71.7167,1,,,,
123,USC00190860,42.0475,-71.0081,1,3,10958,10593,21551
124,USC00190998,42.1164,-71.9075,1,,,,
125,USC00191425,42.2833,-72.9833,1,,,,
126,USC00191436,42.3833,-72.85,1,1,10592,,
127,USC00191447,42.3333,-71.15,1,1,10228,,
128,USC00191561,42.4,-71.6833,1,1,10593,,
129,USC00191622,42.45,-71.3667,1,,,,
130,USC00191774,42.4667,-72.9333,1,,,,
131,USC00192107,42.1103,-72.1269,1,2,,9862,
132,USC00192451,41.7653,-70.6697,1,3,10958,10227,21185
133,USC00192642,41.7167,-71.1333,1,,,,
134,USC00192806,42.55,-71.75,1,1,10227,,
135,USC00192975,42.2833,-71.4167,1,1,10227,,
136,USC00192997,42.0792,-71.4094,1,2,,10593,
137,USC00193052,42.5833,-71.9833,1,1,10228,,
138,USC00193270,42.6,-71.5833,1,,,,
139,USC00193276,42.7467,-71.0425,1,2,,10227,
140,USC00193401,42.35,-72.2,1,1,10227,,
141,USC00193471,41.6167,-70.5333,1,1,10958,,
142,USC00193505,42.7594,-71.0603,1,1,10958,,
143,USC00193549,42.6667,-72.8167,1,1,10958,,
144,USC00193624,42.2269,-70.9125,1,2,,10958,
145,USC00193702,42.2,-72.6,1,1,10592,,
146,USC00193713,42.6833,-72.9667,1,,,,
147,USC00193772,42.4833,-72,1,1,10592,,
148,USC00193821,41.665,-70.3039,1,,,,
149,USC00193876,42.6647,-70.8658,1,1,10958,,
150,USC00193890,42.3031,-71.1242,1,,,,
151,USC00193985,42.2833,-72.8667,1,1,10958,,
152,USC00194012,42.3167,-71.3833,1,,,,
153,USC00194105,42.6992,-71.1658,1,1,10958,,
154,USC00194135,42.5333,-71.7667,1,,,,
155,USC00194313,42.6408,-71.3636,1,2,,9861,
156,USC00194449,42.05,-71.2,1,,,,
157,USC00194502,42.5008,-70.8644,1,2,,10958,
158,USC00194580,42.4292,-71.4425,1,,,,
159,USC00194711,41.8819,-70.9086,1,,,,
160,USC00194744,42.5933,-71.0186,1,3,10958,10958,21916
161,USC00194760,42.1633,-71.5119,1,1,10593,,
162,USC00194771,42.1833,-71.75,1,,,,
163,USC00195175,42.2825,-71.3439,1,,,,
164,USC00195285,42.8319,-70.9153,1,1,10958,,
165,USC00195306,42.45,-72.3333,1,1,10958,,
166,USC00195514,42.1167,-71.6833,1,,,,
167,USC00195524,42.115,-71.6761,1,2,,10958,
168,USC00195984,41.9928,-71.1667,1,2,,10593,
169,USC00196245,42.5333,-70.9833,1,,,,
170,USC00196251,42.4,-72.4,1,1,10958,,
171,USC00196262,42.0167,-70.8167,1,1,10227,,
172,USC00196322,42.5333,-72.1833,1,1,10958,,
173,USC00196425,42.5167,-72.9167,1,,,,
174,USC00196486,41.9819,-70.6961,1,1,10958,,
175,USC00196699,42.3667,-72.2833,1,1,10958,,
176,USC00196783,42.5239,-71.125,1,2,,10227,
177,USC00196938,41.785,-70.9175,1,3,10593,9862,20455
178,USC00197370,42.6167,-72.7333,1,,,,
179,USC00197627,42.0583,-72.0722,1,1,10958,,
180,USC00197692,42.15,-73.45,1,,,,
181,USC00198030,42.45,-71.0833,1,,,,
182,USC00198046,42.1,-72.5833,1,1,9862,,
183,USC00198181,42.3,-73.3333,1,,,,
184,USC00198278,42.4447,-72.5528,1,2,,10958,
185,USC00198367,41.9003,-71.0658,1,1,10958,,
186,USC00198368,41.9561,-71.1394,1,,,,
187,USC00198573,42.6394,-72.2244,1,1,10958,,
188,USC00198580,42.6167,-72.55,1,,,,
189,USC00198757,42.1608,-71.2461,1,2,,10958,
190,USC00198793,42.2622,-72.2483,1,1,10227,,
191,USC00198798,42.2667,-72.2667,1,,,,
192,USC00198918,42.05,-71.8833,1,,,,
193,USC00199191,42.1333,-72.75,1,1,10593,,
194,USC00199316,42.1333,-71.4333,1,,,,
195,USC00199360,42.3833,-71.3167,1,,,,
196,USC00199371,42.1819,-73.2236,1,1,10593,,
197,USC00199731,42.7167,-73.2,1,,,,
198,USC00199770,42.7,-72.0833,1,,,,
199,USC00199928,42.3,-71.8167,1,,,,
200,USC00270681,44.0342,-71.9486,1,,,,
201,USC00270690,44.4536,-71.1856,1,2,,10958,
202,USC00270703,44.2833,-71.6833,1,1,10228,,
203,USC00270741,43.3167,-71.7167,1,1,10958,,
204,USC00270910,43.2586,-71.98,1,1,10958,,
205,USC00271647,44.8611,-71.5392,1,,,,
206,USC00271682,43.205,-71.535,1,,,,
207,USC00272023,44.8689,-71.3247,1,1,10592,,
208,USC00272174,43.1433,-70.95,1,3,10958,10227,21185
209,USC00272284,43.0667,-71.8167,1,,,,
210,USC00272800,43.0303,-71.0839,1,2,,10228,
211,USC00272842,44.7889,-71.1231,1,1,10958,,
212,USC00272999,45.09,-71.2906,1,2,,10958,
213,USC00273024,42.7797,-72.1789,1,,,,
214,USC00273177,43.45,-71.6667,1,,,,
215,USC00273182,43.4703,-71.6536,1,1,10958,,
216,USC00273409,43.9833,-71.9,1,,,,
217,USC00273415,43.9847,-71.8947,1,,,,
218,USC00273530,43.5667,-71.95,1,,,,
219,USC00273626,43.0211,-70.8258,1,2,,10228,
220,USC00273850,43.7053,-72.2856,1,1,10227,,
221,USC00274234,42.7831,-71.4147,1,2,,10958,
222,USC00274329,44.4169,-71.5008,1,2,,10227,
223,USC00274399,42.9389,-72.3247,1,3,10958,10227,21185
224,USC00274475,43.55,-71.4667,1,1,10958,,
225,USC00274480,43.5492,-71.4644,1,3,10958,10958,21916
226,USC00274556,44.4958,-71.5767,1,,,,
227,USC00274732,44.05,-71.6667,1,,,,
228,USC00275013,42.8942,-71.9842,1,1,10958,,
229,USC00275072,43.0333,-71.4833,1,,,,
230,USC00275150,43.1175,-72.2003,1,,,,
231,USC00275211,42.9892,-71.3933,1,1,10227,,
232,USC00275400,44.6667,-71.2167,1,1,10593,,
233,USC00275412,42.8394,-71.6486,1,1,10593,,
234,USC00275500,44.3167,-72,1,,,,
235,USC00275629,43.3325,-72.0792,1,,,,
236,USC00275702,42.7667,-71.45,1,1,10593,,
237,USC00275712,42.7914,-71.4736,1,1,10958,,
238,USC00275868,43.3772,-72.1811,1,3,10227,10958,21185
239,USC00275995,44.0561,-71.1297,1,2,,10958,
240,USC00276234,44.6819,-71.5858,1,,,,
241,USC00276550,42.9453,-72.2369,1,,,,
242,USC00276697,42.85,-71.95,1,1,10958,,
243,USC00276818,44.2581,-71.2525,1,3,10593,10593,21186
244,USC00276944,43.75,-71.6833,1,,,,
245,USC00276945,43.7833,-71.65,1,1,9863,,
246,USC00277967,43.5,-71.9,1,1,10958,,
247,USC00278081,42.8833,-71.7833,1,1,10226,,
248,USC00278539,42.9967,-72.3128,1,1,10958,,
249,USC00278612,43.9,-71.3,1,,,,
250,USC00278855,43.05,-72.45,1,,,,
251,USC00278858,43.0739,-72.4053,1,,,,
252,USC00278972,43.0847,-71.7383,1,,,,
253,USC00279474,43.8,-71.85,1,1,10593,,
254,USC00279740,42.8167,-71.3333,1,,,,
255,USC00279865,43.5833,-71.2,1,,,,
256,USC00279940,43.9833,-71.6833,1,1,10958,,
257,USC00279966,44.5067,-71.3336,1,2,,10958,
258,USC00280729,40.8333,-75.0833,1,1,10592,,
259,USC00280734,40.8292,-75.0833,1,2,,10228,
260,USC00280907,40.8917,-74.3964,1,1,10958,,
261,USC00280927,40.5561,-74.5717,1,2,,10592,
262,USC00280978,41.15,-74.75,1,,,,
263,USC00281327,41.1092,-74.4828,1,1,10958,,
264,USC00281335,40.7436,-74.3539,1,1,10958,,
265,USC00281582,41.03,-74.4247,1,1,10958,,
266,USC00281590,40.75,-74.3667,1,,,,
267,USC00282023,40.6667,-74.3236,1,,,,
268,USC00282130,41.1667,-74.7833,1,,,,
269,USC00282340,40.8833,-74.5667,1,,,,
270,USC00282644,40.6667,-74.2333,1,,,,
271,USC00282768,40.8314,-74.2858,1,1,10593,,
272,USC00283516,41.1386,-74.3244,1,1,10958,,
273,USC00284339,40.7419,-74.0572,1,1,10227,,
274,USC00284735,41.25,-74.85,1,,,,
275,USC00284887,40.8858,-74.2261,1,1,10958,,
276,USC00285003,40.7875,-74.7789,1,1,10593,,
277,USC00285104,41.1,-74.1667,1,,,,
278,USC00285503,40.9939,-74.1453,1,1,10593,,
279,USC00285769,40.8333,-74.5,1,1,10592,,
280,USC00286146,40.9611,-74.0158,1,1,10593,,
281,USC00286177,41.0553,-74.7592,1,1,10593,,
282,USC00286460,41.0356,-74.5011,1,1,10958,,
283,USC00286775,40.9,-74.15,1,,,,
284,USC00286974,40.6833,-75.1833,1,,,,
285,USC00286979,40.6956,-75.2,1,,,,
286,USC00287079,40.6036,-74.4025,1,1,10958,,
287,USC00287301,40.7369,-74.7322,1,,,,
288,USC00287393,40.6006,-74.2569,1,1,10593,,
289,USC00287545,40.8333,-74.0167,1,,,,
290,USC00287587,41.0917,-74.2683,1,1,10593,,
291,USC00288194,40.6153,-74.6531,1,1,10593,,
292,USC00288402,40.9667,-74.4667,1,1,9862,,
293,USC00288644,41.2214,-74.6625,1,1,10228,,
294,USC00289187,41.0444,-74.2933,1,1,10227,,
295,USC00289832,41.0139,-74.0425,1,1,10593,,
296,USC00300023,42.1014,-77.2344,1,1,9861,,
297,USC00300047,42.6461,-73.7472,1,,,,
298,USC00300055,43.2633,-78.2153,1,2,,9862,
299,USC00300063,42.4697,-73.9267,1,1,9863,,
300,USC00300077,44.3333,-75.9167,1,,,,
301,USC00300085,42.2797,-77.7656,1,1,10958,,
302,USC00300093,42.1003,-78.7497,1,3,9863,10593,20456
303,USC00300183,42.3108,-78.0231,1,3,10958,10958,21916
304,USC00300220,42.5347,-78.4575,1,,,,
305,USC00300254,42.1394,-74.6536,1,1,10593,,
306,USC00300321,42.9328,-76.5447,1,,,,
307,USC00300331,42.7339,-76.6592,1,,,,
308,USC00300343,42.9203,-77.7558,1,2,,10958,
309,USC00300360,42.2833,-75.45,1,1,10592,,
310,USC00300379,43.15,-76.3333,1,,,,
311,USC00300412,43.3667,-78.4833,1,,,,
312,USC00300443,43.0297,-78.1683,1,3,10593,10228,20821
313,USC00300448,42.3489,-77.3478,1,,,,
314,USC00300452,43.1014,-73.4319,1,,,,
315,USC00300500,43.8869,-75.435,1,1,10958,,
316,USC00300511,41.2333,-73.7167,1,,,,
317,USC00300608,43.5317,-75.9525,1,1,10593,,
318,USC00300641,42.6167,-73.3667,1,,,,
319,USC00300668,43.8,-74.8667,1,1,10227,,
320,USC00300681,42.1,-75.9,1,,,,
321,USC00300706,44,-75.8167,1,,,,
322,USC00300766,42.1225,-78.2064,1,,,,
323,USC00300780,43.5167,-75.3667,1,,,,
324,USC00300785,43.4361,-75.3697,1,3,10958,10958,21916
325,USC00300870,43.2386,-76.1964,1,,,,
326,USC00300889,40.9519,-72.2978,1,1,10958,,
327,USC00300921,42.7,-77.3833,1,,,,
328,USC00300929,43.0508,-74.1981,1,1,10227,,
329,USC00300937,43.2161,-77.9528,1,1,10958,,
330,USC00301010,42.8833,-78.8833,1,,,,
331,USC00301032,42.4167,-76.8333,1,,,,
332,USC00301093,42.3167,-74.0167,1,,,,
333,USC00301110,43.3306,-75.8417,1,,,,
334,USC00301144,42.9167,-74.5833,1,,,,
335,USC00301152,42.845,-77.2808,1,3,10958,10593,21551
336,USC00301160,43.0833,-75.7667,1,1,10958,,
337,USC00301168,42.1944,-76.3128,1,3,9861,10227,20088
338,USC00301173,42.2608,-77.6161,1,1,10228,,
339,USC00301207,41.4333,-73.6833,1,1,10227,,
340,USC00301265,42.9481,-76.7342,1,,,,
341,USC00301387,44.75,-74.2167,1,1,10593,,
342,USC00301401,44.8786,-73.3953,1,,,,
343,USC00301413,42.0025,-76.6383,1,1,10958,,
344,USC00301424,42.9097,-75.1108,1,,,,
345,USC00301436,42.8239,-74.7386,1,1,10593,,
346,USC00301492,42.5433,-75.8947,1,1,10958,,
347,USC00301521,41.9136,-74.5722,1,,,,
348,USC00301580,43.0589,-76.8383,1,,,,
349,USC00301593,42.6833,-74.4833,1,,,,
350,USC00301603,42.4667,-77.5,1,,,,
351,USC00301623,42.6631,-78.6831,1,,,,
352,USC00301664,44.5842,-74.9572,1,3,10593,9861,20454
353,USC00301708,43.3203,-73.9256,1,1,10958,,
354,USC00301752,42.7167,-74.9267,1,3,10593,10593,21186
355,USC00301787,42.1342,-77.0692,1,2,,10958,
356,USC00301799,42.6,-76.1833,1,1,10958,,
357,USC00301949,41.0167,-72.5,1,,,,
358,USC00301966,44.7192,-73.7206,1,1,10958,,
359,USC00301974,42.5647,-77.7175,1,1,10958,,
360,USC00302036,42.2533,-74.905,1,,,,
361,USC00302045,43.2667,-75.4333,1,,,,
362,USC00302060,42.0628,-75.4264,1,,,,
363,USC00302079,42.8167,-75.8833,1,1,10592,,
364,USC00302129,41.0072,-73.8344,1,1,10958,,
365,USC00302137,43.0833,-74.7667,1,,,,
366,USC00302236,42.9331,-73.3667,1,,,,
367,USC00302239,43.9167,-75.2,1,,,,
368,USC00302277,42.9,-77.4333,1,,,,
369,USC00302366,42.2344,-74.1444,1,,,,
370,USC00302554,44.2139,-73.5986,1,,,,
371,USC00302574,44.9131,-73.8222,1,1,10958,,
372,USC00302582,41.7167,-74.4,1,1,10958,,
373,USC00302610,42.0997,-76.8358,1,3,10958,10958,21916
374,USC00302829,41.9667,-75.1833,1,,,,
375,USC00302917,43.4333,-75.2167,1,,,,
376,USC00303010,43.0667,-75.1167,1,1,10592,,
377,USC00303025,42.3294,-78.4636,1,3,10227,10958,21185
378,USC00303033,42.4497,-79.312,1,1,10958,,
379,USC00303050,42.5192,-76.3311,1,2,,9863,
380,USC00303065,42.1378,-78.2372,1,,,,
381,USC00303076,41.9667,-74.55,1,1,10958,,
382,USC00303087,43.305,-76.3939,1,,,,
383,USC00303138,41.6833,-74.15,1,,,,
384,USC00303144,41.3458,-74.4872,1,,,,
385,USC00303177,42.8833,-77,1,,,,
386,USC00303184,42.8767,-77.0308,1,2,,10958,
387,USC00303259,41.5167,-73.9333,1,1,10958,,
388,USC00303284,43.3247,-73.6781,1,1,10958,,
389,USC00303289,43.3167,-73.65,1,,,,
390,USC00303319,43.0492,-74.3592,1,1,10958,,
391,USC00303346,44.3539,-75.5122,1,3,10958,10228,21186
392,USC00303354,42.4833,-78.9333,1,1,10592,,
393,USC00303360,42.7833,-73.4667,1,1,10593,,
394,USC00303365,41.85,-74.5333,1,1,10958,,
395,USC00303373,42.3667,-74.4833,1,,,,
396,USC00303444,42.3239,-75.7711,1,,,,
397,USC00303452,43.1167,-73.8333,1,,,,
398,USC00303464,41.1019,-72.3731,1,,,,
399,USC00303662,44.5333,-73.5667,1,,,,
400,USC00303722,42.4206,-77.5675,1,1,10593,,
401,USC00303773,42.7742,-77.6083,1,3,10958,10593,21551
402,USC00303839,41.8333,-74.1333,1,,,,
403,USC00303851,43.6053,-75.5545,1,3,10958,10958,21916
404,USC00303864,42.1333,-74.4833,1,,,,
405,USC00303889,43.3,-75.15,1,1,10958,,
406,USC00303916,43.3833,-74.7333,1,,,,
407,USC00303955,42.7914,-77.5133,1,2,,10227,
408,USC00303961,43.8525,-75.7158,1,3,10593,9863,20456
409,USC00303970,43.3117,-74.2478,1,1,10592,,
410,USC00303983,42.3489,-77.7044,1,3,9862,10958,20820
411,USC00304025,42.2475,-73.7922,1,,,,
412,USC00304102,43.7547,-74.2756,1,3,10592,10958,21550
413,USC00304174,42.4492,-76.4492,1,3,10958,9863,20821
414,USC00304182,43.0167,-74.9167,1,,,,
415,USC00304206,42.1,-79.25,1,,,,
416,USC00304207,42.11,-79.1592,1,,,,
417,USC00304234,41.7833,-74.9333,1,,,,
418,USC00304473,42.4167,-74.8,1,,,,
419,USC00304525,42.25,-74.9,1,1,10593,,
420,USC00304555,44.3042,-73.9839,1,1,9862,,
421,USC00304647,44.7583,-74.6692,1,1,10227,,
422,USC00304698,42.5833,-78.0333,1,,,,
423,USC00304715,43.1833,-79.05,1,,,,
424,USC00304731,41.8017,-74.74,1,1,10593,,
425,USC00304767,42.8833,-78.1667,1,,,,
426,USC00304772,42.0636,-77.1467,1,,,,
427,USC00304791,43.0603,-74.8686,1,,,,
428,USC00304796,43.0333,-74.8667,1,,,,
429,USC00304808,42.2472,-78.8125,1,1,10958,,
430,USC00304836,42.6703,-76.4722,1,1,10958,,
431,USC00304844,43.1878,-78.6092,1,1,10593,,
432,USC00304849,43.2,-78.6333,1,,,,
433,USC00304912,43.7928,-75.4828,1,3,10958,10592,21550
434,USC00304944,43.6167,-75.3667,1,1,10958,,
435,USC00304952,43.0731,-77.3019,1,,,,
436,USC00304996,44.8417,-74.3061,1,2,,10958,
437,USC00305032,42.3833,-74.3167,1,1,10958,,
438,USC00305113,42.4694,-75.0106,1,2,,10958,
439,USC00305120,42.05,-74.8167,1,,,,
440,USC00305171,43,-76.7667,1,,,,
441,USC00305231,42.8833,-73.6833,1,,,,
442,USC00305248,42.8503,-73.6094,1,,,,
443,USC00305276,41.8,-74.4331,1,,,,
444,USC00305310,41.4603,-74.4489,1,1,10593,,
445,USC00305334,41.8553,-73.67,1,1,10958,,
446,USC00305377,40.7328,-73.6183,1,1,10958,,
447,USC00305426,41.7681,-74.155,1,3,10593,10592,21185
448,USC00305512,42.8417,-75.7264,1,,,,
449,USC00305540,40.9833,-73.8667,1,,,,
450,USC00305597,42.7314,-77.9053,1,1,10593,,
451,USC00305639,41.5667,-75.0167,1,,,,
452,USC00305673,42.3244,-78.8669,1,,,,
453,USC00305679,43.0467,-77.0842,1,,,,
454,USC00305687,42.6167,-75.3333,1,,,,
455,USC00305711,43.9667,-74.2167,1,,,,
456,USC00305714,43.9708,-74.2219,1,,,,
457,USC00305743,42.2333,-74.7,1,1,10592,,
458,USC00305748,42.5,-75.25,1,,,,
459,USC00305751,43.2097,-75.6453,1,1,10593,,
460,USC00305796,40.5939,-73.9808,1,1,9862,,
461,USC00305804,40.7333,-73.9333,1,1,10593,,
462,USC00305816,40.7,-74.0167,1,,,,
463,USC00305840,43.0856,-78.9719,1,2,,10227,
464,USC00305869,44.8053,-74.9997,1,1,10958,,
465,USC00305925,43.6611,-73.8969,1,2,,10958,
466,USC00306047,43.0572,-78.8617,1,2,,10958,
467,USC00306062,43.1592,-74.2042,1,1,9863,,
468,USC00306085,42.5117,-75.5197,1,3,10958,10593,21551
469,USC00306164,44.7281,-75.4442,1,,,,
470,USC00306184,43.7025,-74.9839,1,,,,
471,USC00306196,42.0736,-78.4517,1,3,10958,10958,21916
472,USC00306224,42.45,-75.0667,1,,,,
473,USC00306314,43.45,-76.5369,1,3,10592,10592,21184
474,USC00306346,42.6167,-76.8167,1,,,,
475,USC00306356,42.0811,-76.3178,1,,,,
476,USC00306411,44.6333,-74.8333,1,1,10593,,
477,USC00306441,40.7967,-73.0014,1,1,10228,,
478,USC00306464,42.9114,-77.9808,1,,,,
479,USC00306510,42.6711,-77.0628,1,,,,
480,USC00306538,44.5656,-73.5706,1,1,10227,,
481,USC00306567,42.0864,-74.3142,1,1,10958,,
482,USC00306623,43.4614,-74.5231,1,1,10958,,
483,USC00306659,44.65,-73.4667,1,1,10958,,
484,USC00306674,41.1314,-73.7758,1,1,9863,,
485,USC00306745,42.57,-78.0406,1,2,,10227,
486,USC00306774,41.3892,-74.6906,1,1,10227,,
487,USC00306817,41.6833,-73.9333,1,,,,
488,USC00306831,42.5333,-77.3,1,1,10958,,
489,USC00306839,42.3281,-74.4422,1,,,,
490,USC00306941,43.8167,-74.6667,1,,,,
491,USC00307115,41.85,-74.05,1,,,,
492,USC00307134,40.9625,-72.7161,1,3,10958,9862,20820
493,USC00307195,42.3833,-75.4,1,,,,
494,USC00307210,41.5917,-74.6142,1,,,,
495,USC00307274,41.8481,-74.0472,1,,,,
496,USC00307317,42.2833,-74.5667,1,,,,
497,USC00307329,42.3914,-78.2483,1,2,,10593,
498,USC00307348,44.1167,-74.6667,1,,,,
499,USC00307405,43.1667,-73.3167,1,1,9863,,
500,USC00307413,43.1667,-74.8667,1,,,,
501,USC00307472,44.3333,-74.1333,1,,,,
502,USC00307484,43.0411,-73.8211,1,2,,10228,
503,USC00307497,40.9833,-73.8,1,1,10958,,
504,USC00307544,43.1167,-73.5833,1,,,,
505,USC00307568,42.8167,-73.9833,1,,,,
506,USC00307659,42.8,-74.6,1,,,,
507,USC00307705,42.6772,-75.5067,1,3,10958,10958,21916
508,USC00307713,42.1572,-79.5936,1,1,10593,,
509,USC00307721,41.95,-74.2,1,1,10227,,
510,USC00307728,42.95,-77.25,1,,,,
511,USC00307772,42.2786,-79.2656,1,,,,
512,USC00307780,42.9461,-76.4314,1,1,10958,,
513,USC00307799,42.0167,-74.4167,1,1,10958,,
514,USC00307818,43.3519,-73.4961,1,,,,
515,USC00307842,43.2358,-77.0842,1,,,,
516,USC00307944,44.2667,-75.2,1,,,,
517,USC00308058,42.7167,-78.6,1,1,9862,,
518,USC00308088,42.25,-76.5,1,1,10958,,
519,USC00308104,43.2333,-73.75,1,,,,
520,USC00308152,42.9833,-78.0833,1,,,,
521,USC00308160,42.4,-74.6333,1,1,10958,,
522,USC00308248,43.9,-75.0367,1,1,10958,,
523,USC00308455,44.2756,-75.8369,1,,,,
