,station_id,station_lat,station_lon,station_domain,early_late,early_days,late_days,both_days
2842,USC00133909,42.4897,-95.5489,6,3,10593,10592,21185
2843,USC00133960,42.3036,-93.2897,6,,,,
2844,USC00133985,42.7181,-94.2689,6,,,,
2845,USC00134038,42.3942,-95.515,6,1,10958,,
2846,USC00134049,42.5269,-91.8781,6,,,,
2847,USC00134052,42.5069,-91.9014,6,1,10593,,
2848,USC00134063,41.3664,-93.6481,6,3,10958,10593,21551
2849,USC00134087,43.3,-96.4667,6,,,,
2850,USC00134101,41.6092,-91.505,6,3,10593,10958,21551
2851,USC00134142,42.5189,-93.2536,6,3,10227,10593,20820
2852,USC00134228,42.0103,-94.3953,6,1,9862,,
2853,USC00134244,42.3008,-93.6389,6,1,10958,,
2854,USC00134308,42.9311,-93.7933,6,1,10958,,
2855,USC00134381,40.3967,-91.375,6,3,10958,10593,21551
2856,USC00134389,40.7356,-91.9697,6,3,10593,10226,20819
2857,USC00134394,40.7167,-91.95,6,,,,
2858,USC00134502,41.3247,-93.1008,6,1,10958,,
2859,USC00134523,41.1833,-93.3667,6,,,,
2860,USC00134547,42.2667,-94.7333,6,,,,
2861,USC00134557,43.4178,-93.5347,6,2,,10958,
2862,USC00134561,43.4483,-95.3247,6,3,9862,10958,20820
2863,USC00134585,40.6233,-93.9342,6,2,,10592,
2864,USC00134620,43.3633,-91.2161,6,1,10958,,
2865,USC00134700,41.6,-90.35,6,,,,
2866,USC00134705,41.5747,-90.4006,6,3,10958,10593,21551
2867,USC00134735,42.7817,-96.1458,6,1,10592,,
2868,USC00134746,40.8761,-94.5614,6,,,,
2869,USC00134758,40.7244,-93.6453,6,,,,
2870,USC00134894,41.6381,-95.7883,6,3,10958,10593,21551
2871,USC00134926,41.1247,-94.0514,6,1,10228,,
2872,USC00134963,41.8606,-90.9222,6,2,,10958,
2873,USC00135086,42.4733,-91.4517,6,2,,10958,
2874,USC00135123,42.1619,-95.7836,6,1,10958,,
2875,USC00135131,42.0772,-90.6647,6,3,10228,10228,20456
2876,USC00135198,42.0647,-92.9244,6,3,10958,10227,21185
2877,USC00135230,43.1631,-93.1953,6,3,9863,10958,20821
2878,USC00135493,43.3828,-95.1842,6,3,10958,10226,21184
2879,USC00135517,40.8333,-93.3,6,,,,
2880,USC00135638,41.5167,-93.1,6,,,,
2881,USC00135650,41.5836,-92.5494,6,1,9862,,
2882,USC00135769,40.7053,-94.2428,6,,,,
2883,USC00135796,40.9486,-91.5647,6,3,10593,10227,20820
2884,USC00135837,41.4075,-91.0728,6,3,10958,10958,21916
2885,USC00135842,41.23,-91.05,6,,,,
2886,USC00135952,43.0453,-92.3122,6,3,9862,10593,20455
2887,USC00135992,41.7117,-93.0297,6,3,10593,10593,21186
2888,USC00136103,43.4386,-93.2253,6,1,10228,,
2889,USC00136119,40.75,-95.2,6,,,,
2890,USC00136151,41.3044,-95.3844,6,1,10958,,
2891,USC00136190,43.4144,-95.5314,6,,,,
2892,USC00136200,42.6467,-91.9131,6,1,9861,,
2893,USC00136305,43.2794,-92.8106,6,1,10958,,
2894,USC00136316,41.0194,-93.7503,6,3,10227,10593,20820
2895,USC00136327,41.3214,-92.6467,6,1,10593,,
2896,USC00136386,41.0167,-92.4333,6,,,,
2897,USC00136391,41.0167,-92.4333,6,,,,
2898,USC00136492,42.5772,-92.805,6,,,,
2899,USC00136527,41.3761,-92.9203,6,3,10592,10958,21550
2900,USC00136566,41.8394,-94.1106,6,1,10592,,
2901,USC00136590,42.9183,-95.3369,6,,,,
2902,USC00136719,42.7292,-94.6614,6,3,10227,9862,20089
2903,USC00136755,42.5864,-93.4364,6,,,,
2904,USC00136766,43.09,-91.5581,6,2,,10227,
2905,USC00136800,43.0864,-95.6292,6,3,9863,10227,20090
2906,USC00136891,40.8744,-95.5667,6,2,,10958,
2907,USC00136940,41.0036,-95.2419,6,3,10958,10958,21916
2908,USC00137147,43.43,-96.1686,6,3,10593,10593,21186
2909,USC00137152,43.2044,-96.3061,6,2,,10593,
2910,USC00137161,42.3969,-94.6292,6,3,10958,10227,21185
2911,USC00137312,42.4194,-94.9761,6,3,10958,10227,21185
2912,USC00137386,43.1792,-95.6603,6,3,10593,10958,21551
2913,USC00137594,43.1803,-95.8533,6,3,10228,10958,21186
2914,USC00137613,40.7719,-95.3567,6,3,10958,10958,21916
2915,USC00137664,43.4047,-95.7483,6,3,10592,9863,20455
2916,USC00137669,40.7361,-95.6431,6,,,,
2917,USC00137678,41.3372,-92.2278,6,3,10592,9862,20454
2918,USC00137700,43.0558,-96.1525,6,2,,10958,
2919,USC00137726,42.8931,-95.0653,6,3,10228,10958,21186
2920,USC00137844,43.1653,-95.1467,6,2,,10592,
2921,USC00137859,43.4231,-95.1394,6,,,,
2922,USC00137932,42.4081,-93.0731,6,,,,
2923,USC00137955,40.8333,-91.8333,6,,,,
2924,USC00137979,42.6469,-95.1933,6,1,10592,,
2925,USC00138026,43.4542,-94.3069,6,,,,
2926,USC00138231,40.8167,-95.75,6,,,,
2927,USC00138255,40.85,-94.2,6,,,,
2928,USC00138266,41.7797,-91.1269,6,1,10593,,
2929,USC00138270,43.2353,-94.0417,6,1,10958,,
2930,USC00138296,42.0356,-92.5806,6,3,10958,10593,21551
2931,USC00138339,42.8125,-92.2575,6,3,10958,10228,21186
2932,USC00138490,41.5339,-93.9503,6,,,,
2933,USC00138568,42.1703,-92.0078,6,3,9862,10593,20455
2934,USC00138632,41.8625,-91.8025,6,,,,
2935,USC00138668,41.1806,-91.1897,6,1,9861,,
2936,USC00138688,41.2825,-91.7078,6,3,10958,10593,21551
2937,USC00138693,42.5736,-95.7181,6,,,,
2938,USC00138742,43.0603,-92.0489,6,,,,
2939,USC00138747,41.6167,-93.8833,6,,,,
2940,USC00138755,43.2742,-91.4711,6,1,10593,,
2941,USC00138771,42.7333,-92.4667,6,,,,
2942,USC00138806,42.4686,-93.7975,6,3,10958,10958,21916
2943,USC00138852,42.95,-94.4167,6,,,,
2944,USC00139067,41.665,-91.9978,6,1,10593,,
2945,USC00139132,41.315,-94.0183,6,1,10593,,
2946,USC00139178,41.95,-93.9167,6,,,,
2947,USC00139750,42.1669,-93.3097,6,,,,
2948,USC00140010,38.9267,-97.2128,6,3,10958,10958,21916
2949,USC00140195,38.8664,-96.4892,6,3,10593,10592,21185
2950,USC00140405,39.5756,-95.1108,6,3,10592,10958,21550
2951,USC00140443,38.9089,-95.815,6,,,,
2952,USC00140447,37.6983,-96.9706,6,3,10958,10593,21551
2953,USC00140471,39.8675,-96.2542,6,1,9862,,
2954,USC00140682,39.8186,-97.6378,6,1,10958,,
2955,USC00140745,39.1167,-97.5667,6,,,,
2956,USC00140877,39.4989,-96.4025,6,,,,
2957,USC00140911,39.6769,-96.6631,6,3,10958,9863,20821
2958,USC00140957,39.0636,-94.8961,6,3,10958,10958,21916
2959,USC00141003,39.8911,-96.7117,6,3,9863,10227,20090
2960,USC00141057,38.7711,-97.8564,6,3,10958,10958,21916
2961,USC00141173,38.0781,-96.8878,6,,,,
2962,USC00141202,38.6453,-96.3506,6,,,,
2963,USC00141351,38.0211,-96.6036,6,,,,
2964,USC00141408,39.7242,-96.1258,6,1,10958,,
2965,USC00141425,38.7672,-96.2567,6,,,,
2966,USC00141435,38.9644,-97.0119,6,1,10228,,
2967,USC00141529,39.4269,-95.9156,6,,,,
2968,USC00141559,39.3739,-97.1275,6,3,10958,9862,20820
2969,USC00141593,39.5722,-97.2836,6,1,10958,,
2970,USC00141612,38.9408,-95.3397,6,2,,9862,
2971,USC00141795,37.3569,-97.6944,6,3,10592,10593,21185
2972,USC00141858,38.3703,-96.5483,6,3,10958,10958,21916
2973,USC00141866,38.6667,-96.5,6,,,,
2974,USC00141867,38.6758,-96.5097,6,,,,
2975,USC00142135,38.5658,-96.8478,6,,,,
2976,USC00142267,38.5967,-96.3806,6,,,,
2977,USC00142388,39.53,-95.3967,6,,,,
2978,USC00142401,37.8183,-96.8444,6,3,10958,10228,21186
2979,USC00142459,38.7297,-98.225,6,1,10958,,
2980,USC00142470,38.4128,-96.7669,6,,,,
2981,USC00142478,38.6833,-97.2333,6,1,10593,,
2982,USC00142519,39.3069,-96.0567,6,1,10593,,
2983,USC00142541,38.3861,-96.1817,6,,,,
2984,USC00142548,38.4294,-96.2189,6,2,,9863,
2985,USC00142574,38.9008,-97.1097,6,1,10958,,
2986,USC00142602,38.8592,-96.1058,6,1,10958,,
2987,USC00142622,37.8253,-96.2644,6,2,,10593,
2988,USC00142652,39.5539,-97.0631,6,,,,
2989,USC00142686,37.6475,-96.0781,6,1,10958,,
2990,USC00142773,38.2422,-96.9242,6,1,10958,,
2991,USC00142848,39.525,-96.5572,6,,,,
2992,USC00142872,39.7069,-96.4186,6,1,9862,,
2993,USC00142894,37.5339,-95.8269,6,1,10958,,
2994,USC00142945,37.4856,-95.3519,6,2,,9862,
2995,USC00143037,38.5375,-98.1611,6,,,,
2996,USC00143134,38.2656,-97.3883,6,,,,
2997,USC00143138,39.6539,-95.9808,6,,,,
2998,USC00143248,37.3594,-96.4497,6,3,10592,10958,21550
2999,USC00143257,38.1014,-95.8839,6,1,10958,,
3000,USC00143323,39.8789,-97.3133,6,1,10958,,
3001,USC00143398,39.8333,-96.8667,6,,,,
3002,USC00143467,38.7833,-95.9667,6,1,10958,,
3003,USC00143594,38.6656,-96.9494,6,3,10958,10593,21551
3004,USC00143620,38.1428,-97.42,6,,,,
3005,USC00143634,39.8356,-95.5319,6,1,10227,,
3006,USC00143646,39.85,-95.2667,6,1,10227,,
3007,USC00143667,38.3569,-97.2025,6,3,10958,9862,20820
3008,USC00143759,39.4578,-95.755,6,3,10227,10227,20454
3009,USC00143810,39.6678,-95.52,6,3,10958,10593,21551
3010,USC00143822,37.4664,-96.2714,6,1,10593,,
3011,USC00143842,39.2317,-95.6653,6,,,,
3012,USC00143929,38.09,-97.9125,6,,,,
3013,USC00143954,37.2364,-95.7003,6,3,10958,10958,21916
3014,USC00143974,38.1869,-97.8417,6,3,10593,10958,21551
3015,USC00144138,39.05,-96.8333,6,,,,
3016,USC00144178,38.6078,-97.9597,6,3,10958,9863,20821
3017,USC00144313,37.6453,-98.125,6,3,10958,9862,20820
3018,USC00144559,38.9583,-95.2514,6,3,10958,10227,21185
3019,USC00144588,39.3256,-94.9189,6,,,,
3020,USC00144608,38.4161,-95.8511,6,3,10593,10592,21185
3021,USC00144613,39.0464,-95.3919,6,1,10958,,
3022,USC00144708,39.5942,-96.3331,6,,,,
3023,USC00144712,39.0294,-98.13,6,3,10958,10958,21916
3024,USC00144735,38.5867,-97.6083,6,3,10227,10593,20820
3025,USC00144802,39.1508,-97.335,6,,,,
3026,USC00144812,37.3833,-96.0814,6,3,10228,10958,21186
3027,USC00144912,38.6228,-95.6322,6,,,,
3028,USC00144920,38.3056,-98.1889,6,,,,
3029,USC00144937,38.1358,-96.14,6,3,10958,10958,21916
3030,USC00144972,39.1972,-96.5814,6,3,10958,10958,21916
3031,USC00145039,38.3778,-97.0753,6,2,,10592,
3032,USC00145063,39.8383,-96.6364,6,3,10958,10592,21550
3033,USC00145069,38.16,-96.56,6,,,,
3034,USC00145132,39.0542,-96.2367,6,3,10958,10958,21916
3035,USC00145152,38.3772,-97.6097,6,3,10958,10593,21551
3036,USC00145306,39.0744,-96.8983,6,2,,9863,
3037,USC00145335,39.3506,-97.4547,6,1,10958,,
3038,USC00145363,39.1247,-97.7047,6,3,10958,10958,21916
3039,USC00145539,37.8658,-97.6647,6,3,10592,10228,20820
3040,USC00145680,38.3639,-95.9933,6,1,10958,,
3041,USC00145744,38.0231,-97.3553,6,3,10958,10593,21551
3042,USC00145768,38.9667,-97.4667,6,,,,
3043,USC00145870,37.4553,-97.8483,6,,,,
3044,USC00145972,38.8875,-94.7603,6,1,10593,,
3045,USC00146014,39.4931,-96.1758,6,,,,
3046,USC00146076,38.6361,-95.8031,6,1,10958,,
3047,USC00146100,39.2419,-95.2725,6,,,,
3048,USC00146128,38.6133,-95.2808,6,3,10958,10593,21551
3049,USC00146154,38.7172,-95.5192,6,1,10593,,
3050,USC00146159,38.7833,-95.4,6,,,,
3051,USC00146209,38.5911,-94.8778,6,1,10958,,
3052,USC00146217,39.5533,-96.8753,6,,,,
3053,USC00146333,39.1175,-95.41,6,,,,
3054,USC00146498,38.645,-95.5661,6,2,,10227,
3055,USC00146524,37.9411,-97.0222,6,3,9862,9862,19724
3056,USC00146677,39.45,-96.7333,6,,,,
3057,USC00146725,38.55,-95.95,6,,,,
3058,USC00146979,37.8236,-96.6383,6,,,,
3059,USC00147007,39.1333,-95.9486,6,,,,
3060,USC00147073,39.9,-95.9,6,1,9862,,
3061,USC00147075,38.3914,-96.4456,6,,,,
3062,USC00147153,38.8167,-97.6,6,,,,
3063,USC00147248,39.7989,-97.7736,6,1,9862,,
3064,USC00147313,37.915,-97.4381,6,1,10958,,
3065,USC00147796,38.2144,-98.2078,6,3,10227,10958,21185
3066,USC00147809,38.7694,-94.6683,6,,,,
3067,USC00148086,39.0175,-97.8814,6,1,10227,,
3068,USC00148114,37.9725,-96.3017,6,1,10593,,
3069,USC00148156,39.0314,-95.0522,6,2,,10958,
3070,USC00148163,39.0667,-95.65,6,,,,
3071,USC00148191,37.7417,-95.9333,6,,,,
3072,USC00148250,39.8283,-95.0881,6,3,10593,10958,21551
3073,USC00148259,39.2475,-96.5994,6,,,,
3074,USC00148341,39.3033,-95.4861,6,,,,
3075,USC00148436,37.9831,-96.0086,6,2,,9862,
3076,USC00148503,39.2303,-97.0894,6,1,10593,,
3077,USC00148563,39.2142,-96.37,6,3,10958,10228,21186
3078,USC00148578,39.8089,-97.055,6,3,10227,10958,21185
3079,USC00148719,39.3994,-96.4106,6,1,9862,,
3080,USC00148802,38.7975,-96.7286,6,,,,
3081,USC00148970,39.4667,-96.8333,6,,,,
3082,USC00149026,39.7831,-95.9017,6,,,,
3083,USC00149040,38.8,-95.3667,6,1,10958,,
3084,USC00153223,37.0147,-88.2678,6,,,,
3085,USC00156115,37.1,-88.6167,6,,,,
3086,USC00156117,37.05,-88.55,6,,,,
3087,USC00156126,37.0897,-88.6156,6,,,,
3088,USC00210075,43.6064,-93.3019,6,3,10593,10958,21551
3089,USC00210355,43.6542,-92.9739,6,3,9862,10228,20090
3090,USC00210559,44.15,-92.0167,6,1,10958,,
3091,USC00210783,44.7667,-94.9,6,,,,
3092,USC00210852,43.6453,-94.0936,6,1,10593,,
3093,USC00210981,43.5439,-93.8422,6,2,,10228,
3094,USC00211107,45.1969,-93.84,6,,,,
3095,USC00211198,43.6308,-91.5028,6,3,10958,9863,20821
3096,USC00211448,44.8497,-93.5644,6,,,,
3097,USC00211465,44.8,-93.5833,6,1,10228,,
3098,USC00211669,45.05,-94.25,6,1,10227,,
3099,USC00212486,44.0969,-92.2703,6,3,9862,10958,20820
3100,USC00212698,43.6447,-94.4656,6,1,10958,,
3101,USC00212721,44.3092,-93.2661,6,3,10958,10593,21551
3102,USC00212737,44.6697,-93.17,6,1,10958,,
3103,USC00213076,44.5564,-94.2208,6,,,,
3104,USC00213290,43.7047,-92.5644,6,3,10958,10592,21550
3105,USC00213520,43.5458,-92.0122,6,3,10227,10227,20454
3106,USC00213567,44.7597,-92.8689,6,3,10958,10228,21186
3107,USC00213962,44.9089,-94.3675,6,,,,
3108,USC00214176,44.65,-93.6356,6,1,10958,,
3109,USC00214418,43.8658,-91.31,6,3,10958,10958,21916
3110,USC00214438,44.4364,-92.2792,6,,,,
3111,USC00214534,43.9983,-95.9494,6,2,,9862,
3112,USC00214546,44.2394,-95.3153,6,2,,10958,
3113,USC00214563,43.7203,-91.9717,6,,,,
3114,USC00214937,43.6658,-96.2022,6,,,,
3115,USC00215136,45,-93.65,6,1,10958,,
3116,USC00215433,44.9833,-93.3,6,,,,
3117,USC00215488,44.16,-91.8122,6,3,10593,10958,21551
3118,USC00215571,44.4597,-93.6631,6,,,,
3119,USC00215887,44.3006,-94.4897,6,1,10958,,
3120,USC00216007,44.1667,-94.0333,6,,,,
3121,USC00216152,44.7628,-94.9297,6,,,,
3122,USC00216287,44.0975,-93.2317,6,2,,10958,
3123,USC00216565,44.0139,-96.3258,6,3,10958,10958,21916
3124,USC00216654,43.6725,-92.0747,6,3,10227,10592,20819
3125,USC00216817,44.5711,-92.5283,6,3,10958,9862,20820
3126,USC00216822,44.6103,-92.61,6,3,10958,10593,21551
3127,USC00217020,45.0897,-93.74,6,,,,
3128,USC00217107,44.7167,-93.0981,6,1,10958,,
3129,USC00217326,43.9903,-94.6122,6,1,10958,,
3130,USC00217377,44.9461,-93.03,6,,,,
3131,USC00217405,44.3222,-93.9656,6,1,10593,,
3132,USC00217907,44.2469,-94.9864,6,1,10593,,
3133,USC00217915,43.5619,-91.6447,6,1,10958,,
3134,USC00218025,44.7344,-94.3425,6,,,,
3135,USC00218037,45.0417,-92.7975,6,,,,
3136,USC00218227,44.2811,-92.1944,6,1,10593,,
3137,USC00218450,44.9903,-93.18,6,2,,10958,
3138,USC00218552,44.385,-92.0486,6,2,,10958,
3139,USC00218692,44.0708,-93.5264,6,3,10958,10958,21916
3140,USC00218808,43.7467,-93.7367,6,1,10593,,
3141,USC00219033,43.8769,-95.1158,6,2,,10593,
3142,USC00219046,43.7639,-94.1661,6,3,10958,10958,21916
3143,USC00219067,44.0422,-91.6364,6,1,10592,,
3144,USC00219072,44.0875,-91.6703,6,3,10593,10958,21551
3145,USC00219166,43.6167,-95.6,6,,,,
3146,USC00219170,43.645,-95.5803,6,2,,10593,
3147,USC00219208,44.8056,-94.0167,6,,,,
3148,USC00219249,44.2992,-92.6661,6,3,10958,10593,21551
3149,USC00230051,40.2486,-94.3308,6,,,,
3150,USC00230143,39.8914,-94.36,6,2,,10958,
3151,USC00230608,40.2575,-94.0269,6,1,10958,,
3152,USC00230812,38.9667,-92.75,6,,,,
3153,USC00230817,38.9708,-92.7603,6,1,10958,,
3154,USC00230856,39.3444,-91.1711,6,,,,
3155,USC00230980,39.765,-93.0594,6,1,10592,,
3156,USC00231037,39.4247,-93.1331,6,1,10228,,
3157,USC00231141,40.4486,-95.0642,6,,,,
3158,USC00231275,40.1439,-91.5158,6,3,10958,10958,21916
3159,USC00231340,39.3594,-93.4886,6,3,10958,10593,21551
3160,USC00231482,39.2106,-92.1342,6,1,10593,,
3161,USC00231580,39.775,-93.5358,6,3,9862,10958,20820
3162,USC00231704,38.75,-93.0167,6,1,10228,,
3163,USC00231711,38.395,-93.7711,6,,,,
3164,USC00231773,39.5317,-93.5289,6,2,,10958,
3165,USC00231822,40.2394,-94.6833,6,3,10958,10592,21550
3166,USC00231837,38.9783,-93.5703,6,3,10958,10593,21551
3167,USC00232220,38.14,-90.5064,6,1,10958,,
3168,USC00232318,40.4906,-92.3706,6,,,,
3169,USC00232474,39.5075,-94.6328,6,,,,
3170,USC00232482,40.1636,-92.1658,6,3,10593,10958,21551
3171,USC00232568,38.8681,-94.0353,6,,,,
3172,USC00232591,39.1558,-90.7831,6,1,10958,,
3173,USC00232729,40.3389,-95.3911,6,,,,
3174,USC00232823,39.1333,-92.7,6,1,9862,,
3175,USC00232850,38.2325,-90.3981,6,,,,
3176,USC00232995,39.7,-93.3,6,1,10227,,
3177,USC00233043,38.4583,-91.7028,6,,,,
3178,USC00233079,38.8483,-91.9419,6,1,10228,,
3179,USC00233102,39.9081,-93.9697,6,,,,
3180,USC00233178,38.4,-91.3333,6,,,,
3181,USC00233290,40.25,-92.0833,6,,,,
3182,USC00233369,40.4861,-94.4139,6,1,10958,,
3183,USC00233463,40.2744,-91.4261,6,1,10958,,
3184,USC00233568,39.7425,-94.0347,6,2,,10958,
3185,USC00233596,39.7,-91.35,6,,,,
3186,USC00233601,39.7231,-91.3747,6,3,10958,10958,21916
3187,USC00233793,38.7014,-91.4311,6,1,10958,,
3188,USC00233838,39.0733,-93.7075,6,2,,10593,
3189,USC00234154,39.0647,-94.3861,6,2,,10592,
3190,USC00234271,38.5853,-92.1825,6,2,,10592,
3191,USC00234349,40.4167,-91.7333,6,,,,
3192,USC00234481,39.7833,-94.1,6,,,,
3193,USC00234505,40.0514,-94.525,6,,,,
3194,USC00234515,38.7425,-94.0731,6,,,,
3195,USC00234544,40.2058,-92.5747,6,3,9861,10228,20089
3196,USC00234637,40.1231,-91.9228,6,1,10227,,
3197,USC00234722,38.7833,-93.4,6,,,,
3198,USC00234850,38.8803,-94.3358,6,,,,
3199,USC00234904,39.1828,-93.855,6,1,10227,,
3200,USC00234914,39.25,-94.4167,6,,,,
3201,USC00234978,39.8833,-93.1833,6,,,,
3202,USC00235093,39.4333,-91.0667,6,,,,
3203,USC00235098,39.4517,-91.0464,6,1,10958,,
3204,USC00235121,40.4667,-93.3,6,1,9862,,
3205,USC00235175,39.7167,-92.4667,6,1,10228,,
3206,USC00235183,39.4725,-92.0306,6,1,10958,,
3207,USC00235319,39.1,-91.65,6,1,10958,,
3208,USC00235340,40.3458,-94.8342,6,3,10593,10592,21185
3209,USC00235492,40.4575,-92.1822,6,1,9862,,
3210,USC00235541,39.1756,-91.8861,6,1,10958,,
3211,USC00235578,40.2211,-93.1097,6,1,10958,,
3212,USC00235671,39.4194,-92.4369,6,3,10592,10958,21550
3213,USC00235708,39.635,-91.7233,6,1,10958,,
3214,USC00236012,39.0172,-92.7558,6,2,,10592,
3215,USC00236233,38.5167,-90.75,6,,,,
3216,USC00236269,38.9525,-93.8261,6,1,9862,,
3217,USC00236357,39.9808,-95.1464,6,1,10593,,
3218,USC00236438,38.35,-91.5,6,,,,
3219,USC00236468,38.4858,-90.77,6,1,10958,,
3220,USC00236493,39.7683,-91.5139,6,1,10958,,
3221,USC00236509,39.4142,-92.0039,6,,,,
3222,USC00236563,40.0147,-94.1294,6,2,,9862,
3223,USC00236739,39.5669,-94.4544,6,,,,
3224,USC00236745,38.81,-94.2647,6,,,,
3225,USC00236748,38.7833,-94.2833,6,,,,
3226,USC00236775,39.5469,-94.0328,6,,,,
3227,USC00236866,40.3986,-93.5839,6,,,,
3228,USC00237300,38.4508,-91.3753,6,2,,9862,
3229,USC00237397,38.8142,-90.5139,6,,,,
3230,USC00237398,38.6853,-90.5233,6,,,,
3231,USC00237445,39.7533,-94.8578,6,,,,
3232,USC00237452,38.6308,-90.2708,6,,,,
3233,USC00237465,38.6333,-90.2333,6,,,,
3234,USC00237475,38.7678,-90.5894,6,,,,
3235,USC00237514,39.4247,-92.8106,6,3,10958,10958,21916
3236,USC00237578,39.6361,-91.25,6,3,10958,10228,21186
3237,USC00237720,39.6828,-92.0464,6,1,10958,,
3238,USC00237728,39.8,-92.0333,6,,,,
3239,USC00237963,40.2472,-93.7158,6,2,,10228,
3240,USC00238051,39.9703,-91.8875,6,1,10227,,
3241,USC00238188,39.6367,-93.29,6,1,9863,,
3242,USC00238223,38.9664,-93.4194,6,1,10958,,
3243,USC00238444,40.0825,-93.6086,6,,,,
3244,USC00238456,38.95,-91,6,1,10958,,
3245,USC00238515,38.4444,-91.0042,6,1,10227,,
3246,USC00238523,40.475,-93.0031,6,1,10958,,
3247,USC00238524,38.9483,-94.3969,6,,,,
3248,USC00238561,38.5572,-90.4922,6,1,10593,,
3249,USC00238577,39.3075,-91.4925,6,,,,
3250,USC00238712,38.7842,-93.8008,6,1,10593,,
3251,USC00238725,38.8347,-91.1389,6,,,,
3252,USC00238746,38.5417,-90.975,6,2,,9862,
3253,USC00238768,39.2167,-93.5167,6,1,9862,,
3254,USC00238805,38.6989,-90.6828,6,,,,
3255,USC00239032,38.5319,-93.5242,6,1,9862,,
3256,USC00250375,41.0408,-96.3811,6,1,9861,,
3257,USC00250435,40.3706,-95.7469,6,3,10958,10958,21916
3258,USC00250445,40.8586,-97.9958,6,1,10958,,
3259,USC00250520,40.0489,-96.5747,6,1,10958,,
3260,USC00250620,40.25,-96.75,6,1,10958,,
3261,USC00250622,40.2994,-96.75,6,2,,10958,
3262,USC00250680,41.9325,-96.8108,6,1,10958,,
3263,USC00250770,40.6794,-96.5064,6,,,,
3264,USC00250781,41.3536,-96.2094,6,,,,
3265,USC00250930,41.5536,-96.1406,6,1,10958,,
3266,USC00251052,41.2622,-96.1419,6,,,,
3267,USC00251065,40.8836,-97.7492,6,3,9862,10592,20454
3268,USC00251240,40.3325,-97.5653,6,1,10958,,
3269,USC00251680,40.5033,-97.9372,6,3,9863,10593,20456
3270,USC00251684,40.5208,-98.0536,6,,,,
3271,USC00252020,40.6092,-96.8719,6,1,10958,,
3272,USC00252025,40.5964,-96.9592,6,1,10958,,
3273,USC00252205,41.2492,-97.1328,6,3,10958,10227,21185
3274,USC00252306,40.3497,-98.0592,6,,,,
3275,USC00252706,40.8481,-96.8458,6,1,10593,,
3276,USC00252820,40.0739,-97.1669,6,3,10958,10228,21186
3277,USC00252840,40.6422,-97.5928,6,1,10592,,
3278,USC00252935,40.535,-96.6081,6,,,,
3279,USC00253050,41.43,-96.4669,6,3,10958,10958,21916
3280,USC00253065,40.6558,-97.2208,6,3,10593,10958,21551
3281,USC00253175,40.5314,-97.5964,6,3,9862,10227,20089
3282,USC00253461,41.0311,-97.4703,6,3,10958,10958,21916
3283,USC00253581,40.1833,-97,6,,,,
3284,USC00253589,40.0136,-97.9289,6,,,,
3285,USC00253735,40.175,-97.5903,6,3,10958,10593,21551
3286,USC00253825,40.6219,-96.6283,6,,,,
3287,USC00254043,40.01,-97.4978,6,2,,10958,
3288,USC00254790,40.85,-96.6167,6,,,,
3289,USC00254800,40.7667,-96.65,6,,,,
3290,USC00255050,41.9378,-96.4789,6,3,10958,10593,21551
3291,USC00255105,40.9081,-96.865,6,2,,9862,
3292,USC00255320,40.7453,-97.5967,6,,,,
3293,USC00255362,41.1431,-96.4808,6,2,,10958,
3294,USC00255805,40.6833,-95.8833,6,,,,
3295,USC00255810,40.6986,-95.8867,6,3,10958,10593,21551
3296,USC00255840,40.2028,-98.0633,6,1,10227,,
3297,USC00256245,41.2589,-95.9219,6,,,,
3298,USC00256375,41.1844,-97.5514,6,3,10593,10958,21551
3299,USC00256376,41.1833,-97.7167,6,,,,
3300,USC00256570,40.1117,-96.1514,6,1,10593,,
3301,USC00256795,41.0267,-95.8828,6,,,,
3302,USC00256837,41.0756,-97.7872,6,,,,
3303,USC00257055,40.9536,-96.7442,6,,,,
3304,USC00257246,40.6561,-96.6603,6,,,,
3305,USC00257640,41.4425,-97.0656,6,1,9861,,
3306,USC00257715,40.8997,-97.0908,6,3,10958,9862,20820
3307,USC00258065,40.6333,-96.7333,6,,,,
3308,USC00258120,40.9667,-97.1667,6,1,9862,,
3309,USC00258202,40.4578,-96.3767,6,1,10227,,
3310,USC00258320,40.0297,-98.0758,6,3,10958,9861,20819
3311,USC00258328,41.1042,-97.3094,6,2,,10593,
3312,USC00258395,40.6661,-96.1892,6,3,10593,10958,21551
3313,USC00258410,40.2381,-96.0847,6,3,10958,10958,21916
3314,USC00258465,40.3544,-96.1939,6,3,10958,10593,21551
3315,USC00258685,41.1,-97.2,6,,,,
3316,USC00258745,40.8972,-97.3464,6,3,10958,10593,21551
3317,USC00258875,40.2444,-96.4983,6,,,,
3318,USC00258905,41.2214,-96.6222,6,1,10228,,
3319,USC00258980,41.2833,-96.2833,6,,,,
3320,USC00259090,40.8639,-96.1414,6,1,10227,,
3321,USC00259150,40.3925,-97.2397,6,,,,
3322,USC00259200,41.845,-96.7142,6,3,10958,10958,21916
3323,USC00259475,40.1269,-96.6711,6,1,10593,,
3324,USC00259510,40.8678,-97.5922,6,1,10958,,
3325,USC00331390,40.5689,-84.5369,6,2,,10593,
3326,USC00332485,39.7328,-84.6353,6,3,10593,10958,21551
3327,USC00333375,40.1033,-84.6503,6,3,10592,10958,21550
3328,USC00335752,40.45,-84.3667,6,,,,
